Edad,Genero_Cod,Numero_Inasistencias,Animacion_Lectura_Cod,Anio_Escolar_Cod,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral_Cod,Orientacion_Vocacional_Cod,Participacion_Extracurriculares,Promedio_Anual,Promedio_5CAT
16,0,8,8,4,2.0,0,8,6,4,6.33,B
17,1,10,9,4,5.0,1,6,7,3,7.6,B
15,1,20,7,1,3.0,2,5,7,1,1.88,E
14,1,5,9,0,0.0,0,7,9,2,6.92,B
14,1,8,8,2,90.0,0,8,6,1,5.24,C
13,1,6,6,1,94.0,0,6,6,2,6.68,B
13,1,6,4,0,0.0,1,5,6,0,4.27,C
12,1,5,5,0,91.0,1,6,6,1,5.04,C
13,0,4,8,0,0.0,0,9,5,3,7.21,B
17,0,15,9,2,100.0,2,5,9,3,1.8,E
14,0,6,9,1,82.0,1,6,5,4,6.07,B
16,1,6,5,2,95.0,0,10,6,3,8.96,A
13,0,5,8,0,4.0,1,3,1,4,5.5,C
17,1,8,9,4,5.0,0,6,9,4,8.63,A
14,0,5,4,1,0.0,0,5,10,1,6.86,B
17,1,9,9,4,0.0,0,9,7,4,8.25,A
14,0,6,5,1,4.0,1,6,8,1,6.77,B
17,0,10,6,3,5.0,1,7,8,3,5.77,C
14,1,3,10,0,53.0,1,3,6,3,5.42,C
15,1,8,8,2,86.0,0,7,7,0,6.13,B
18,1,5,3,4,0.0,1,5,4,1,3.4,D
17,0,8,8,4,0.0,2,8,8,3,6.51,B
17,1,7,2,3,1.0,0,2,6,1,1.25,E
12,1,5,5,0,0.0,0,7,5,0,5.09,C
17,1,8,7,3,3.0,2,8,7,3,4.55,C
17,1,8,8,4,0.0,0,9,6,1,7.25,B
15,1,8,6,3,1.0,1,8,7,3,6.68,B
18,1,7,9,3,4.0,0,5,2,3,6.29,B
16,1,7,8,3,1.0,0,5,5,2,5.74,C
16,1,8,6,4,84.0,0,8,8,4,8.56,A
17,1,7,3,2,3.0,1,3,7,2,5.8,C
17,1,9,10,3,5.0,0,4,7,4,6.87,B
18,0,9,7,5,53.0,0,8,6,3,7.84,B
14,0,5,6,1,70.0,2,8,7,2,6.33,B
19,0,10,9,5,1.0,0,10,6,2,7.6,B
13,1,6,8,0,79.0,1,5,6,0,7.13,B
14,0,5,6,2,76.0,0,4,6,2,6.37,B
14,1,4,6,1,3.0,1,7,2,3,5.82,C
14,1,4,4,1,62.0,0,10,9,1,7.35,B
12,1,6,7,0,2.0,0,7,7,1,6.46,B
16,0,9,6,1,68.0,1,6,4,4,4.35,C
15,0,7,9,2,87.0,0,6,7,4,6.45,B
13,1,0,4,1,56.0,1,7,5,0,4.39,C
13,1,5,5,0,2.0,0,6,7,1,4.86,C
15,1,6,10,2,2.0,0,7,7,1,7.06,B
17,1,8,6,4,0.0,0,5,6,1,6.74,B
14,1,5,7,1,5.0,1,7,5,0,5.16,C
17,0,8,6,3,90.0,1,6,5,5,6.05,B
15,1,6,7,2,2.0,0,1,8,0,6.8,B
15,1,6,9,2,0.0,1,4,3,3,6.28,B
14,0,9,9,2,97.0,2,3,5,2,5.75,C
14,1,4,8,0,0.0,2,8,8,2,6.77,B
13,1,4,2,0,56.0,0,5,4,3,5.06,C
15,1,9,6,3,1.0,1,6,6,2,5.31,C
16,1,6,8,1,4.0,0,6,8,1,7.32,B
18,1,9,7,5,0.0,0,7,7,4,7.35,B
16,1,5,5,1,67.0,1,5,8,3,5.76,C
16,0,19,7,2,58.0,2,5,6,4,1.6,E
14,0,5,4,1,3.0,0,7,1,4,4.41,C
15,0,4,7,0,1.0,0,7,4,4,6.07,B
13,1,4,3,0,0.0,0,5,5,0,5.27,C
19,1,10,7,5,2.0,0,9,10,4,7.73,B
13,1,5,10,0,49.0,0,6,9,0,5.35,C
17,1,9,9,5,0.0,0,7,5,3,8.4,A
14,1,4,7,0,5.0,0,1,5,3,2.69,D
19,1,9,8,4,0.0,0,9,5,2,7.13,B
16,1,19,4,2,3.0,2,1,7,2,2.34,D
15,0,8,1,2,54.0,0,8,8,3,6.62,B
14,1,4,6,1,5.0,1,10,6,1,6.58,B
14,1,5,4,1,4.0,1,5,6,0,5.77,C
15,1,5,9,1,1.0,0,8,6,2,6.39,B
18,1,8,9,5,4.0,0,9,7,1,7.93,B
15,1,5,6,1,3.0,0,3,6,3,6.29,B
13,0,5,4,0,81.0,2,2,2,2,3.75,D
13,1,11,3,0,77.0,2,4,6,3,1.58,E
15,1,6,8,1,4.0,1,7,1,0,6.11,B
15,0,7,2,2,5.0,0,5,5,3,5.46,C
14,1,7,7,1,0.0,1,6,9,3,4.11,C
14,0,4,6,1,63.0,0,7,9,3,7.76,B
15,1,5,5,0,82.0,1,5,10,2,7.17,B
13,1,4,7,0,64.0,1,6,8,1,6.32,B
14,1,4,3,0,2.0,1,6,7,0,6.57,B
14,1,5,4,1,0.0,1,8,4,1,6.25,B
14,0,15,8,0,5.0,2,4,3,1,1.71,E
17,1,8,4,4,5.0,0,5,10,1,6.32,B
14,1,7,4,1,73.0,0,5,9,1,5.68,C
14,0,6,6,1,89.0,1,6,9,1,6.21,B
15,1,9,4,3,0.0,1,8,8,3,5.93,C
16,0,19,7,3,0.0,2,6,5,4,1.18,E
14,1,5,5,0,2.0,0,7,7,2,6.47,B
19,0,9,1,5,0.0,0,10,5,4,5.83,C
13,1,5,8,0,3.0,2,4,10,1,4.39,C
16,0,7,5,2,3.0,1,7,9,4,6.35,B
15,1,5,4,0,0.0,2,7,5,3,5.6,C
12,1,3,8,0,67.0,2,5,8,1,6.05,B
16,0,10,6,3,66.0,0,5,6,5,5.38,C
17,1,8,7,2,0.0,0,1,7,0,5.23,C
14,1,4,8,0,63.0,1,7,8,1,6.17,B
13,0,6,6,0,90.0,2,9,6,2,1.07,E
15,1,4,7,1,0.0,1,8,9,2,4.39,C
14,1,5,6,1,95.0,0,7,7,0,6.61,B
14,1,3,7,0,5.0,0,8,8,1,7.13,B
14,1,5,5,0,2.0,1,6,5,0,3.68,D
17,1,8,9,3,64.0,0,4,9,2,6.11,B
17,1,10,4,5,0.0,1,4,5,2,5.35,C
12,1,4,6,0,95.0,1,6,8,3,5.52,C
17,1,7,6,2,71.0,0,7,1,1,6.25,B
14,1,5,9,1,5.0,0,5,7,1,7.14,B
12,1,6,6,0,47.0,1,2,7,2,4.4,C
13,1,5,6,1,4.0,0,10,7,2,6.96,B
13,0,6,5,0,53.0,2,7,8,3,6.09,B
14,0,5,1,0,78.0,0,9,5,1,5.67,C
16,1,6,7,2,55.0,0,7,6,1,5.11,C
14,1,5,9,0,0.0,0,8,6,2,6.81,B
14,0,7,1,0,0.0,0,5,6,2,5.89,C
16,1,7,8,3,0.0,0,4,7,3,5.91,C
18,1,9,8,5,4.0,2,5,9,4,5.37,C
14,1,5,9,1,0.0,0,5,2,2,6.24,B
13,0,5,5,0,0.0,0,4,6,3,5.64,C
12,1,3,7,0,2.0,1,8,9,3,6.15,B
16,1,17,2,1,100.0,2,5,7,2,2.1,D
13,1,4,7,0,0.0,1,8,9,3,6.52,B
17,1,6,7,3,74.0,1,7,8,4,6.54,B
16,1,6,8,2,69.0,2,5,2,0,2.46,D
14,0,7,8,1,0.0,0,8,7,2,7.32,B
15,0,8,7,2,5.0,1,5,8,4,6.59,B
17,1,7,7,3,0.0,1,8,5,4,5.99,C
14,1,1,5,0,63.0,1,3,5,2,3.55,D
15,0,7,3,1,0.0,0,8,6,4,5.67,C
14,1,5,6,0,0.0,0,4,5,0,4.78,C
13,1,4,9,0,70.0,0,7,8,3,8.12,A
12,1,16,6,0,5.0,2,7,3,0,1.03,E
18,1,9,6,5,4.0,1,5,10,4,8.28,A
13,1,4,5,0,3.0,0,9,5,3,6.63,B
13,1,4,5,0,5.0,0,6,7,1,6.42,B
16,1,6,5,2,97.0,1,7,2,3,6.42,B
14,1,5,9,1,3.0,0,5,8,1,5.47,C
14,1,1,5,1,0.0,1,8,6,3,3.15,D
17,0,10,6,3,68.0,0,5,6,5,6.54,B
16,1,5,10,2,1.0,1,8,7,2,6.35,B
12,0,4,5,0,75.0,0,7,7,1,6.96,B
13,1,4,6,0,93.0,0,7,7,3,7.51,B
13,1,5,9,0,0.0,0,9,4,2,7.36,B
15,1,6,4,1,0.0,1,7,7,3,6.69,B
13,1,4,3,0,4.0,0,3,5,3,4.89,C
14,1,4,1,0,0.0,0,9,7,1,6.45,B
13,1,4,5,0,0.0,0,10,8,3,7.54,B
13,1,5,6,0,83.0,1,6,8,1,6.97,B
14,1,5,9,0,5.0,0,5,5,0,4.37,C
13,1,4,5,0,0.0,1,1,5,3,4.8,C
14,1,5,6,0,92.0,1,4,8,2,5.63,C
16,0,8,4,2,82.0,2,9,6,2,6.93,B
14,0,5,7,0,5.0,0,4,2,3,5.2,C
13,1,3,2,0,0.0,1,10,5,1,6.12,B
15,1,5,8,1,0.0,1,5,8,1,6.33,B
17,0,12,6,5,92.0,0,7,4,4,7.91,B
15,1,7,9,1,1.0,0,2,5,3,7.12,B
14,0,16,8,0,2.0,2,8,7,3,1.74,E
18,1,10,8,4,4.0,0,5,7,1,6.99,B
13,1,6,7,1,2.0,0,8,5,3,7.53,B
14,0,7,4,0,0.0,0,7,7,4,5.04,C
16,1,7,8,3,0.0,2,10,4,4,5.8,C
16,0,6,5,1,5.0,0,7,2,4,5.28,C
12,0,6,6,0,81.0,1,8,9,4,7.03,B
13,1,4,8,0,0.0,0,7,6,1,6.4,B
14,1,4,9,0,5.0,0,9,8,0,6.5,B
14,1,4,8,1,0.0,0,6,6,2,7.34,B
17,1,6,6,3,2.0,2,3,4,3,4.23,C
13,1,5,7,0,72.0,1,8,9,2,6.33,B
17,1,9,9,4,0.0,1,8,6,1,6.87,B
14,1,4,6,0,55.0,1,7,7,2,7.56,B
15,1,5,8,0,67.0,2,1,9,3,4.96,C
14,0,6,6,1,96.0,1,8,8,3,7.03,B
15,1,4,3,1,79.0,0,6,10,0,6.58,B
15,1,7,7,1,0.0,0,8,10,3,6.21,B
18,1,9,7,4,0.0,0,8,7,4,7.71,B
17,1,17,7,4,4.0,2,10,6,1,2.03,D
16,1,6,9,1,5.0,0,8,7,0,6.52,B
12,0,4,4,0,95.0,0,7,9,4,5.63,C
16,1,6,2,3,2.0,1,6,7,4,6.22,B
18,1,8,7,4,4.0,0,1,5,3,7.18,B
17,0,6,6,2,86.0,0,7,10,2,6.73,B
15,1,11,8,0,0.0,2,8,5,3,1.5,E
17,1,10,8,4,1.0,0,7,5,1,5.72,C
13,1,3,6,0,94.0,0,6,7,0,5.3,C
14,1,6,10,0,5.0,0,6,7,2,6.46,B
14,1,5,6,0,0.0,0,8,6,3,6.48,B
17,0,8,9,3,0.0,0,6,7,5,7.11,B
17,1,8,6,3,5.0,1,10,5,3,6.8,B
15,1,8,10,2,76.0,2,6,9,3,6.8,B
15,1,6,6,1,0.0,1,5,7,1,6.89,B
15,1,7,5,1,91.0,0,7,5,3,9.97,A
18,1,8,4,4,0.0,0,6,7,2,7.27,B
15,1,5,4,2,75.0,0,5,5,3,5.66,C
12,0,7,1,0,63.0,0,7,2,1,4.36,C
18,1,8,8,4,2.0,0,8,5,2,6.57,B
16,1,7,8,2,1.0,1,7,6,0,6.75,B
14,0,5,6,0,99.0,0,9,5,2,6.85,B
14,0,6,6,0,73.0,1,8,5,4,6.82,B
13,1,3,6,0,84.0,0,6,6,3,9.58,A
14,1,8,6,0,0.0,1,5,8,0,4.04,C
14,1,4,8,0,100.0,1,6,6,2,5.33,C
17,0,2,8,3,1.0,1,6,3,3,4.05,C
16,1,7,7,3,0.0,0,7,3,3,6.9,B
12,1,4,6,0,0.0,0,9,7,2,5.97,C
14,1,4,5,1,52.0,0,5,8,0,6.28,B
13,1,4,5,0,0.0,2,4,5,0,3.53,D
17,1,14,6,3,0.0,2,6,6,1,2.06,D
17,1,9,10,4,0.0,0,7,4,2,7.09,B
15,0,4,7,1,0.0,0,6,8,3,6.28,B
14,1,5,5,1,0.0,1,8,6,1,6.69,B
13,0,3,4,0,97.0,0,6,7,4,5.55,C
14,1,7,6,1,56.0,1,6,7,2,6.5,B
16,1,9,9,4,54.0,0,8,10,3,8.43,A
14,1,7,1,1,0.0,1,6,8,3,5.13,C
16,1,6,6,2,0.0,2,10,4,1,5.4,C
14,1,4,8,0,0.0,0,5,10,0,7.61,B
18,0,9,5,4,0.0,0,6,9,3,6.49,B
14,1,6,5,1,75.0,1,7,3,3,6.38,B
15,1,6,3,2,5.0,0,7,2,2,6.23,B
14,1,4,7,0,56.0,0,8,6,1,5.72,C
15,1,5,8,0,65.0,1,6,8,0,6.56,B
14,1,6,7,1,0.0,1,6,9,0,6.33,B
16,0,10,2,3,0.0,1,8,5,5,7.01,B
15,1,7,7,2,0.0,1,9,4,0,6.45,B
13,1,5,10,0,4.0,0,6,5,1,6.86,B
16,1,11,8,2,98.0,2,7,8,1,1.74,E
14,1,6,6,1,0.0,0,7,4,3,6.03,B
15,1,6,6,1,0.0,0,7,7,1,7.94,B
16,1,8,4,3,1.0,0,8,10,3,6.59,B
14,1,16,3,0,93.0,2,3,8,3,2.37,D
13,1,6,7,1,5.0,0,6,6,0,4.8,C
13,1,4,6,0,5.0,0,3,5,0,5.09,C
14,1,5,5,0,3.0,0,6,7,2,4.84,C
13,1,5,4,0,63.0,1,7,8,1,5.68,C
17,1,10,5,4,0.0,1,9,7,2,6.83,B
19,0,11,4,5,4.0,0,6,9,5,7.02,B
16,1,6,8,2,63.0,1,4,6,1,6.06,B
13,0,7,4,0,92.0,0,5,6,2,5.27,C
14,1,5,8,0,0.0,0,8,6,3,6.28,B
16,1,5,3,1,71.0,0,6,10,0,7.04,B
17,0,9,4,2,100.0,1,7,4,1,5.2,C
13,1,14,7,0,96.0,2,2,4,0,1.73,E
19,1,9,4,5,0.0,2,6,4,3,6.05,B
14,1,7,9,1,0.0,0,10,7,1,7.19,B
15,1,6,7,1,5.0,0,6,9,2,5.5,C
16,0,8,7,2,2.0,0,2,3,4,6.1,B
16,0,7,10,2,67.0,1,9,8,4,6.97,B
13,0,6,5,1,49.0,1,4,6,4,4.74,C
15,1,7,7,2,69.0,1,7,10,0,6.03,B
13,1,7,1,1,4.0,1,8,9,3,6.77,B
14,1,5,6,1,59.0,0,9,5,0,5.32,C
16,1,5,9,2,95.0,2,8,5,1,6.93,B
14,1,5,7,0,74.0,1,3,8,0,6.48,B
13,1,5,6,0,58.0,0,6,5,1,5.92,C
13,0,4,6,1,88.0,1,2,9,1,6.85,B
14,1,6,10,2,4.0,0,8,9,3,6.8,B
15,1,5,9,0,2.0,0,9,7,1,7.27,B
13,1,4,7,0,75.0,1,5,5,0,5.95,C
14,1,4,5,0,0.0,0,6,2,1,6.74,B
14,1,7,8,1,0.0,0,8,4,1,6.22,B
14,0,7,6,2,69.0,2,8,4,3,6.06,B
16,1,6,5,3,4.0,0,3,9,3,6.55,B
12,0,4,5,0,0.0,2,6,7,3,3.91,D
14,1,5,5,2,0.0,1,5,8,0,3.68,D
14,1,4,7,0,0.0,1,1,8,0,4.8,C
14,1,6,3,1,82.0,1,10,7,1,6.76,B
14,0,7,6,2,53.0,0,5,6,2,6.5,B
14,1,9,7,1,0.0,1,9,7,3,3.3,D
13,1,11,7,0,71.0,2,5,4,3,1.46,E
16,1,6,7,3,3.0,0,7,7,2,7.03,B
15,0,6,2,1,71.0,2,5,7,4,4.24,C
14,0,5,5,0,0.0,0,7,10,1,6.55,B
15,1,5,4,2,4.0,0,7,5,2,7.91,B
13,0,6,5,0,0.0,0,5,10,4,5.71,C
15,1,19,5,3,0.0,2,2,6,2,1.06,E
16,1,8,6,3,0.0,2,9,5,1,5.73,C
16,1,6,1,1,0.0,1,4,3,2,3.96,D
14,1,6,5,2,99.0,0,8,7,1,5.29,C
15,1,6,7,2,100.0,1,4,7,1,6.67,B
13,1,5,5,0,59.0,1,7,7,3,6.21,B
13,0,5,5,0,0.0,0,6,9,4,5.51,C
15,1,6,8,3,0.0,1,7,6,4,6.02,B
14,1,14,6,1,54.0,2,1,6,0,1.95,E
17,1,7,10,3,2.0,1,8,5,3,7.86,B
16,1,5,6,1,4.0,0,7,7,2,6.67,B
13,1,5,9,0,0.0,0,5,7,2,4.84,C
15,1,6,4,2,0.0,0,7,8,1,6.41,B
16,1,7,6,2,82.0,0,4,8,3,7.0,B
13,1,4,6,0,3.0,0,7,5,0,5.81,C
13,1,5,9,0,0.0,1,6,2,1,5.47,C
12,0,6,9,0,77.0,0,8,6,2,6.18,B
15,1,4,4,0,0.0,0,6,6,0,5.6,C
15,0,7,7,2,2.0,0,9,8,3,7.56,B
18,1,9,7,4,0.0,1,5,5,4,6.53,B
16,1,6,7,2,51.0,0,10,3,2,6.72,B
15,1,4,7,1,0.0,0,7,5,3,6.28,B
17,1,7,5,3,0.0,0,7,7,2,7.72,B
14,1,4,9,0,65.0,1,7,8,1,3.37,D
15,1,4,5,0,3.0,1,1,8,3,4.72,C
19,1,9,10,5,3.0,0,9,6,1,7.65,B
14,1,5,8,1,88.0,0,10,7,1,7.13,B
15,1,7,6,3,0.0,0,10,8,1,9.22,A
18,1,9,1,4,0.0,0,7,9,3,7.43,B
16,1,7,6,3,3.0,1,6,9,4,6.58,B
16,1,8,5,2,4.0,1,8,8,0,6.38,B
14,1,6,8,1,2.0,1,8,8,2,6.12,B
14,1,7,7,1,1.0,0,7,10,3,6.93,B
14,1,6,5,1,57.0,0,6,7,3,7.05,B
15,1,5,9,1,0.0,0,8,4,0,7.14,B
15,0,7,6,3,0.0,0,5,6,4,6.53,B
18,0,9,6,5,88.0,0,5,4,3,6.19,B
14,1,7,5,2,0.0,0,3,4,3,5.36,C
13,1,16,8,1,90.0,2,7,6,1,1.46,E
13,0,5,10,0,92.0,0,4,7,3,6.6,B
15,1,7,7,3,0.0,0,8,7,2,7.31,B
16,1,6,10,2,0.0,0,8,7,2,7.39,B
14,1,5,8,1,0.0,0,4,8,0,6.93,B
12,1,6,7,0,86.0,0,6,7,1,7.83,B
13,1,4,7,0,3.0,0,6,5,2,5.91,C
14,1,7,7,2,0.0,0,5,10,3,6.01,B
17,1,9,7,4,1.0,1,10,10,4,7.09,B
13,0,7,4,1,57.0,1,6,6,4,5.75,C
13,1,5,5,0,72.0,0,6,7,0,6.94,B
16,1,6,8,2,0.0,0,6,7,2,6.12,B
13,1,17,5,0,3.0,2,6,7,2,2.16,D
13,0,4,8,1,97.0,0,10,7,4,6.97,B
16,1,7,8,1,78.0,0,10,7,2,8.1,A
14,1,5,6,0,3.0,2,2,5,0,4.61,C
14,0,4,9,0,5.0,0,6,8,2,6.68,B
14,0,4,8,0,0.0,0,8,10,4,7.19,B
15,0,18,3,1,64.0,2,5,5,4,1.49,E
15,0,5,3,0,85.0,0,4,1,3,5.76,C
18,0,8,5,4,2.0,1,9,7,2,5.8,C
16,1,6,6,2,0.0,1,5,5,2,5.42,C
13,1,4,7,0,0.0,2,5,7,3,5.76,C
13,1,4,8,0,55.0,0,4,5,2,5.42,C
16,0,9,10,4,0.0,0,7,5,5,5.64,C
15,1,3,5,2,2.0,1,6,4,2,3.36,D
18,0,11,6,4,0.0,0,7,7,5,5.65,C
16,0,9,5,3,5.0,0,7,6,2,6.76,B
17,1,6,6,3,1.0,0,9,6,2,6.92,B
12,1,4,5,0,4.0,1,7,6,2,6.03,B
12,0,3,7,0,78.0,0,7,3,3,6.34,B
17,0,19,3,4,5.0,2,6,8,4,1.25,E
15,1,4,9,0,0.0,1,7,10,3,7.12,B
17,1,7,7,4,3.0,0,10,6,1,6.78,B
13,0,5,7,0,0.0,0,3,5,2,5.13,C
14,0,7,9,1,5.0,0,9,7,1,6.93,B
17,1,9,6,3,4.0,0,6,7,1,7.6,B
15,0,6,8,2,69.0,0,4,9,1,7.07,B
15,0,7,8,2,67.0,2,6,3,4,6.56,B
14,1,5,8,1,0.0,0,6,5,0,6.54,B
17,0,7,5,3,0.0,0,4,7,4,6.89,B
18,1,10,8,5,0.0,0,9,5,3,7.67,B
17,1,8,7,3,3.0,0,7,4,3,7.43,B
14,1,4,7,0,5.0,2,6,7,0,5.15,C
15,0,7,6,1,0.0,1,5,8,1,6.68,B
18,1,6,8,3,0.0,1,5,7,3,6.95,B
13,1,19,10,1,100.0,2,8,7,0,2.16,D
18,1,8,6,4,0.0,1,7,6,1,6.86,B
14,1,7,8,2,0.0,0,7,5,0,5.05,C
15,1,6,7,2,3.0,0,4,6,3,6.74,B
17,1,8,8,4,0.0,1,5,4,3,7.0,B
15,1,4,6,1,0.0,0,7,5,2,7.71,B
13,1,5,8,1,0.0,2,9,7,0,5.75,C
13,1,4,7,0,3.0,1,7,7,3,7.54,B
15,1,8,9,3,2.0,0,6,4,3,6.7,B
12,0,5,5,0,68.0,2,9,4,1,4.85,C
12,0,6,8,0,2.0,0,6,6,2,5.55,C
16,0,9,7,3,1.0,0,6,9,2,7.01,B
13,1,3,6,0,5.0,0,8,7,1,5.81,C
13,1,5,6,0,0.0,1,3,8,0,5.17,C
15,0,7,8,1,0.0,2,4,7,4,5.43,C
13,1,4,7,0,1.0,0,4,10,1,7.29,B
13,1,3,3,0,79.0,2,4,5,0,5.44,C
18,1,10,4,5,1.0,0,8,9,4,7.44,B
14,1,7,9,1,3.0,0,2,7,3,6.43,B
15,1,7,9,2,0.0,1,9,4,0,6.71,B
14,0,4,6,0,50.0,2,7,8,2,4.76,C
16,0,9,7,4,5.0,1,4,7,2,7.26,B
15,0,5,4,0,3.0,2,4,4,2,5.41,C
17,0,8,5,2,3.0,1,2,7,2,5.14,C
17,0,10,3,4,0.0,1,7,8,4,5.91,C
15,1,6,4,1,0.0,1,6,3,0,4.55,C
13,1,5,6,1,0.0,1,4,9,2,6.39,B
14,1,4,6,1,0.0,0,9,8,2,7.36,B
13,1,5,9,0,0.0,0,8,4,0,5.79,C
13,0,18,9,0,0.0,2,5,5,4,1.19,E
12,1,9,6,0,0.0,1,4,8,1,3.68,D
16,0,7,5,3,0.0,1,9,7,3,6.15,B
15,1,7,7,2,1.0,0,7,5,3,6.46,B
16,1,8,8,4,0.0,2,6,5,4,6.02,B
16,0,7,6,2,65.0,2,8,3,3,5.16,C
14,1,20,8,1,83.0,2,6,6,1,1.76,E
14,0,7,10,2,4.0,0,5,7,4,5.46,C
16,1,8,8,3,0.0,1,8,6,1,6.53,B
13,1,5,6,0,0.0,0,7,6,3,6.08,B
17,1,1,8,4,0.0,1,7,8,3,4.03,C
15,1,7,3,2,0.0,1,7,7,2,3.95,D
13,1,9,3,0,0.0,1,5,5,2,4.16,C
14,1,3,2,0,88.0,1,7,7,3,5.38,C
12,0,6,10,0,0.0,0,10,8,4,6.44,B
15,0,7,1,2,75.0,1,8,6,1,5.01,C
16,0,6,8,2,78.0,1,3,6,4,6.52,B
13,1,6,6,1,4.0,0,6,6,1,5.78,C
17,1,8,7,4,0.0,1,5,1,2,5.91,C
15,1,8,6,3,0.0,1,8,7,2,6.05,B
14,1,5,8,1,68.0,1,2,6,1,5.61,C
17,1,7,9,4,0.0,0,9,5,3,7.74,B
15,0,7,2,3,2.0,1,5,7,3,5.84,C
15,1,13,7,1,5.0,2,8,5,3,2.22,D
14,0,4,7,1,0.0,0,7,9,3,6.51,B
16,1,8,8,2,95.0,1,2,6,1,5.5,C
16,0,9,5,2,3.0,0,3,8,2,5.59,C
13,1,4,7,0,0.0,0,4,8,2,5.61,C
17,1,9,5,3,0.0,0,1,5,4,6.96,B
15,1,7,6,2,2.0,0,8,2,2,6.87,B
15,0,6,8,2,0.0,1,7,8,4,3.07,D
14,1,7,7,1,75.0,1,6,8,0,5.1,C
18,0,11,7,5,45.0,0,7,8,5,7.18,B
13,1,5,8,0,0.0,1,5,4,1,6.14,B
14,1,7,5,1,95.0,2,9,8,3,6.41,B
15,1,6,5,2,80.0,0,3,8,0,7.58,B
12,1,3,7,0,2.0,0,5,1,1,6.11,B
14,1,3,10,0,65.0,0,8,7,3,6.99,B
15,1,10,9,1,51.0,1,9,4,1,3.44,D
14,1,5,6,1,5.0,2,6,9,3,5.65,C
13,1,5,8,0,86.0,1,6,7,0,7.71,B
13,0,4,6,0,4.0,2,8,6,1,6.36,B
16,1,7,8,2,3.0,1,8,6,3,6.88,B
13,1,4,7,0,0.0,1,1,7,0,4.04,C
14,1,4,4,1,77.0,0,8,8,2,7.11,B
17,1,6,4,2,1.0,2,7,8,2,5.07,C
12,1,5,9,0,83.0,0,7,8,3,6.72,B
15,1,8,8,2,2.0,1,2,5,0,5.07,C
16,1,6,6,2,0.0,0,4,7,2,5.49,C
14,1,6,7,1,0.0,0,6,6,2,6.47,B
12,0,5,5,0,3.0,0,5,9,4,5.39,C
14,0,1,5,0,0.0,1,7,9,4,3.42,D
15,0,6,8,1,92.0,0,8,6,2,6.53,B
15,0,4,4,0,94.0,2,7,5,3,5.7,C
15,0,12,5,1,89.0,2,7,7,1,1.22,E
18,1,9,6,5,1.0,1,6,8,4,6.74,B
17,0,10,5,3,0.0,0,8,4,4,6.65,B
13,1,6,4,0,0.0,0,6,7,2,6.76,B
15,1,5,6,1,1.0,2,7,6,3,4.23,C
15,1,6,8,2,0.0,0,4,5,0,5.73,C
16,1,6,8,2,95.0,0,10,7,0,7.08,B
18,1,5,6,5,0.0,1,3,2,4,3.43,D
13,1,5,5,0,0.0,1,1,6,3,3.38,D
14,1,5,8,1,2.0,0,8,6,3,5.35,C
14,0,7,8,0,65.0,0,3,10,3,4.27,C
14,1,4,10,0,0.0,0,6,8,3,6.37,B
15,1,4,6,0,73.0,0,5,8,0,6.04,B
14,1,5,7,1,5.0,0,4,7,0,7.07,B
14,1,5,9,0,84.0,1,6,8,3,6.84,B
14,0,4,8,1,5.0,0,9,10,3,5.6,C
19,1,8,8,4,0.0,1,6,6,4,7.18,B
17,0,15,7,2,56.0,2,5,6,4,1.46,E
17,1,7,10,3,0.0,1,3,7,4,3.78,D
15,1,5,6,1,0.0,0,8,3,3,6.19,B
13,1,4,7,0,3.0,0,8,7,3,5.53,C
13,1,5,7,0,0.0,0,4,1,1,5.09,C
12,1,4,4,0,0.0,2,4,5,0,4.7,C
13,1,3,3,0,2.0,1,10,5,1,5.28,C
13,0,6,9,0,5.0,0,5,5,4,6.73,B
17,1,10,9,4,45.0,0,9,10,3,7.76,B
15,1,7,4,2,76.0,0,2,5,0,6.0,C
13,1,6,6,0,97.0,0,7,6,3,6.37,B
16,0,6,5,1,70.0,0,7,4,4,6.78,B
14,1,6,8,0,0.0,1,7,8,2,4.0,D
14,1,7,8,2,0.0,1,7,3,2,7.19,B
16,1,0,3,3,5.0,1,3,8,1,3.57,D
15,1,11,8,1,0.0,2,7,9,3,2.08,D
17,1,7,9,3,1.0,0,4,6,4,6.87,B
14,1,6,7,1,79.0,0,6,6,3,5.94,C
12,0,6,7,0,81.0,2,2,8,4,5.89,C
18,1,10,9,4,0.0,0,8,8,4,7.83,B
13,0,3,3,0,0.0,0,6,9,4,6.22,B
13,1,4,6,0,1.0,0,6,5,1,6.6,B
17,1,9,7,4,1.0,1,8,9,1,7.81,B
17,1,8,9,3,1.0,0,5,8,4,6.27,B
16,1,7,8,2,0.0,0,5,10,3,6.01,B
14,1,4,7,0,0.0,2,9,7,0,5.25,C
14,1,6,5,0,92.0,0,7,5,2,5.55,C
14,1,13,8,0,0.0,2,2,1,2,1.5,E
14,1,4,6,0,60.0,0,4,6,2,5.26,C
16,1,6,9,3,0.0,1,7,7,2,6.14,B
16,1,7,5,2,4.0,0,8,4,2,6.64,B
15,0,11,8,3,3.0,2,5,6,5,1.44,E
14,1,3,7,0,3.0,0,9,5,0,6.44,B
16,0,6,7,2,59.0,0,6,5,2,7.03,B
16,1,6,7,1,4.0,1,7,7,0,6.8,B
