Promedio_Anual,Calificacion_Cualitativa_Cod,Edad,Genero_Cod,Anio_Escolar_Cod,Periodo_Cod,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral_Cod,Animacion_Lectura_Cod,Orientacion_Vocacional_Cod,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado_Cod,Uso_Comedor_Estudiantil_Cod,Acceso_Recursos_Tecnologicos_Cod,Participacion_Eventos_Culturales,Estrato_Socioeconomico_Cod,Categoria_Rendimiento_Cod
6.81,7,15,0,2,2,5,0,0,6,8,7,2,0,0,0,1,2,0,2,1,1
7.05,7,16,1,3,2,6,0,0,5,3,8,1,0,4,0,0,2,0,2,1,1
6.14,5,14,1,1,2,6,55,0,7,7,6,0,2,3,77,0,0,0,1,1,1
7.18,6,15,1,2,2,6,77,0,7,10,7,1,1,1,57,1,0,1,0,2,3
7.56,6,15,1,2,2,7,1,0,7,9,7,2,0,2,0,1,2,1,2,1,1
5.74,5,16,1,3,2,9,0,1,7,1,5,3,0,4,0,0,2,0,2,1,3
5.01,6,15,1,1,2,6,0,1,6,4,4,0,0,4,0,1,1,1,0,2,0
6.31,6,16,1,3,2,8,0,0,6,7,1,1,0,1,0,1,1,0,2,1,1
7.49,6,13,1,0,2,4,85,1,7,6,8,3,2,2,72,1,2,1,0,1,2
4.96,6,14,1,1,2,6,5,2,6,5,8,0,0,0,0,1,2,1,0,1,1
6.65,5,13,1,1,2,5,0,2,4,4,8,3,0,4,0,0,1,1,0,1,1
6.64,7,14,1,1,2,5,95,0,10,4,7,1,1,2,75,0,1,1,0,1,3
6.33,8,15,1,2,2,7,0,1,6,9,6,3,0,3,0,1,1,1,1,2,3
7.36,6,17,0,3,2,10,0,0,7,9,2,3,0,3,0,0,1,0,2,1,1
7.44,7,18,1,3,2,8,79,0,7,7,8,2,2,2,89,1,2,1,0,1,2
7.53,6,13,1,0,2,4,0,1,10,10,7,2,0,2,0,1,2,1,0,0,1
5.58,7,17,1,2,2,5,0,1,5,9,9,0,0,1,0,1,0,1,0,2,1
4.87,6,13,1,0,2,5,0,1,4,3,6,3,0,0,0,1,1,1,0,1,1
5.71,5,13,1,0,2,3,2,1,5,5,7,2,0,3,0,0,1,1,1,1,1
5.44,9,18,0,3,2,8,5,1,7,6,9,3,0,1,0,1,0,1,1,2,1
5.14,8,16,1,2,2,6,5,2,7,8,7,0,0,4,0,1,0,1,2,1,0
7.68,6,17,1,4,2,9,0,1,9,7,7,4,0,3,0,0,0,1,1,1,3
4.59,4,14,0,0,2,5,3,2,5,4,7,3,0,4,0,0,0,1,1,1,3
6.22,6,16,1,2,2,6,0,0,5,9,6,1,0,0,0,1,1,1,0,2,3
5.99,6,17,1,3,2,7,3,0,2,7,7,3,0,0,0,0,2,1,2,1,3
7.8,9,12,1,0,2,5,1,0,8,7,8,0,0,2,0,1,2,1,1,1,3
7.73,8,13,0,0,2,6,100,0,10,8,7,1,2,0,55,1,1,0,0,1,3
6.58,5,13,0,1,2,7,79,2,8,7,8,4,1,3,68,1,1,0,0,1,1
6.77,7,14,1,1,2,5,86,2,10,6,9,3,2,4,63,1,1,1,1,1,0
4.35,6,13,1,0,2,5,1,1,5,5,5,3,0,0,0,1,1,1,0,1,1
7.46,8,19,1,5,2,9,0,0,8,8,6,2,0,2,0,1,1,1,3,1,3
5.07,5,16,0,2,2,7,0,1,3,5,7,1,0,0,0,1,2,1,0,1,1
4.87,6,17,0,4,2,10,1,2,8,7,7,2,0,4,0,0,1,1,1,1,1
6.41,5,12,1,0,2,4,49,2,3,7,6,1,2,1,56,0,1,1,0,0,3
6.78,6,12,0,0,2,4,92,0,6,7,5,1,3,0,62,1,2,0,0,1,0
6.58,6,18,0,4,2,7,65,1,8,3,2,3,2,0,70,1,1,1,1,1,1
5.19,6,14,1,0,2,6,57,1,9,5,7,2,3,2,78,0,2,1,2,1,1
7.29,6,13,0,0,2,4,2,1,10,8,7,4,0,3,0,0,1,0,1,1,3
6.47,6,17,1,3,2,8,0,0,9,2,7,2,0,4,0,0,2,0,0,1,3
5.38,5,14,1,1,2,4,86,1,3,6,4,1,1,0,73,0,1,1,2,1,1
5.86,5,12,1,0,2,4,0,0,1,10,6,0,0,1,0,1,1,1,0,1,2
7.16,6,16,1,2,2,6,1,0,7,10,6,3,0,3,0,0,1,0,0,1,1
7.47,7,13,1,0,2,5,81,0,4,5,5,3,3,4,78,0,1,0,0,1,1
6.3,7,15,1,2,2,7,86,0,8,6,8,1,3,1,54,0,2,1,0,0,4
4.6,3,12,1,0,2,5,0,2,4,4,7,1,0,1,0,0,2,0,0,1,1
6.58,7,19,1,5,2,8,69,0,7,6,6,2,3,2,97,1,2,1,3,1,1
5.58,7,14,1,1,2,6,90,1,5,6,9,1,3,2,84,1,2,1,0,1,1
6.15,7,15,1,0,2,5,0,0,6,5,5,1,0,4,0,0,1,1,2,1,1
5.94,4,14,1,0,2,3,65,1,4,6,8,1,1,1,89,1,0,1,1,1,3
7.07,6,14,1,1,2,6,1,0,6,6,4,1,0,4,0,1,1,1,2,1,1
5.48,5,15,0,3,2,9,4,0,7,6,4,2,0,1,0,1,1,1,2,1,3
7.74,7,14,1,2,2,7,93,1,7,6,5,1,3,0,64,1,0,1,0,1,0
6.15,7,18,1,4,2,9,4,0,7,5,4,2,0,3,0,1,1,1,2,1,1
5.28,6,13,1,0,2,6,0,1,5,7,7,0,0,3,0,0,1,1,1,1,2
5.87,6,14,1,0,2,4,64,0,7,7,5,1,1,2,63,0,2,1,0,1,3
6.57,7,16,0,3,2,9,0,1,8,5,7,5,0,3,0,0,1,1,2,1,1
6.13,7,15,1,1,2,4,4,0,2,4,7,2,0,1,0,1,0,0,2,1,1
4.84,6,14,0,1,2,6,2,1,4,5,6,4,0,0,0,0,1,1,0,1,0
6.57,6,14,1,2,2,7,2,0,5,4,1,2,0,3,0,0,1,1,2,2,3
6.62,6,15,1,1,2,6,0,0,10,9,8,2,0,2,0,0,2,0,1,0,4
5.87,7,16,0,3,2,10,5,0,6,3,5,3,0,1,0,0,0,1,0,1,1
7.09,8,14,1,0,2,5,69,1,8,8,8,0,1,2,71,0,2,1,0,1,0
7.54,7,13,1,0,2,4,3,0,9,8,7,3,0,2,0,1,2,1,1,1,3
6.89,7,13,0,0,2,7,87,0,4,8,6,1,1,4,55,1,1,1,2,1,1
6.05,6,15,0,1,2,6,85,0,3,7,7,4,3,2,73,1,0,0,0,1,3
6.65,6,14,1,1,2,7,0,0,6,9,5,0,0,1,0,0,0,0,1,2,1
6.54,6,15,0,2,2,7,0,0,5,5,8,4,0,1,0,0,1,1,2,1,1
5.63,6,17,0,4,2,10,0,0,5,5,6,4,0,0,0,0,2,1,3,1,0
6.2,7,14,1,1,2,4,97,1,6,7,5,0,2,3,96,0,1,0,2,0,1
4.71,6,16,1,2,2,8,3,1,3,3,8,0,0,0,0,0,2,0,0,1,1
5.7,6,14,1,0,2,4,4,0,6,7,5,1,0,2,0,0,0,1,0,0,1
4.97,5,14,1,1,2,7,0,2,3,7,7,1,0,3,0,0,2,1,2,1,1
7.37,7,16,1,3,2,6,0,0,7,4,9,4,0,0,0,1,0,1,1,1,1
6.02,7,14,1,0,2,3,50,0,5,8,7,0,2,2,89,1,1,1,2,1,3
5.97,5,15,1,0,2,4,3,1,4,4,7,0,0,4,0,0,2,1,1,0,1
5.34,6,14,1,2,2,8,0,0,6,5,8,0,0,2,0,0,1,1,1,1,3
5.43,7,14,1,0,2,5,3,0,6,6,3,1,0,0,0,0,1,1,2,1,1
6.43,7,17,0,4,2,8,3,1,9,7,7,2,0,3,0,1,2,1,3,1,3
7.35,6,15,1,1,2,5,66,1,8,7,7,0,3,1,65,0,1,1,2,1,3
6.17,6,16,0,3,2,7,58,0,6,7,3,2,1,4,54,1,1,0,0,0,1
5.64,5,15,1,3,2,9,3,1,5,6,6,1,0,1,0,0,2,1,0,0,1
5.86,7,16,1,2,2,5,5,1,7,8,8,1,0,0,0,0,2,0,2,0,3
6.78,7,15,0,2,2,6,82,2,9,9,5,1,2,0,83,1,1,0,2,1,2
4.36,5,13,0,0,2,7,88,2,7,7,6,2,2,3,81,0,0,0,1,1,1
5.9,5,15,1,1,2,5,0,0,5,4,1,2,0,1,0,1,1,1,2,1,1
6.46,6,16,1,2,2,7,0,0,6,6,7,3,0,4,0,1,1,1,0,2,3
6.83,9,16,1,1,2,5,93,1,10,6,8,1,3,3,86,1,0,1,1,1,3
5.51,4,14,1,0,2,4,0,1,7,4,6,3,0,4,0,0,2,1,0,1,1
6.42,8,14,1,0,2,5,76,0,8,5,7,0,1,2,66,1,1,1,0,2,1
6.64,7,17,1,3,2,7,0,1,5,8,10,4,0,4,0,0,1,0,0,0,1
4.34,6,15,1,2,2,8,0,0,5,6,2,2,0,2,0,0,0,0,0,1,3
8.29,8,15,1,2,2,5,100,0,9,7,7,1,2,1,89,1,1,1,0,1,0
5.37,7,16,1,2,2,7,1,1,6,5,7,3,0,0,0,1,0,1,2,1,3
5.93,8,18,1,4,2,8,0,1,8,7,4,1,0,0,0,0,1,0,1,0,1
6.13,7,13,1,0,2,4,5,0,7,6,7,2,0,1,0,0,2,1,2,1,1
6.18,6,13,1,0,2,5,0,1,8,5,4,0,0,3,0,0,2,0,2,0,1
6.07,6,12,0,0,2,6,85,1,7,5,7,1,1,3,71,1,0,0,1,1,3
5.24,6,15,0,1,2,5,0,0,5,3,10,2,0,0,0,1,0,1,1,1,1
6.58,7,15,1,0,2,3,1,2,6,7,9,0,0,3,0,1,1,1,2,2,3
5.83,6,14,1,1,2,6,3,1,4,6,9,3,0,3,0,0,2,0,1,0,3
8.23,8,16,1,3,2,7,0,1,7,9,7,4,0,4,0,1,0,1,1,1,3
6.48,5,17,1,4,2,9,0,2,7,8,4,4,0,2,0,0,1,1,3,1,3
7.21,7,15,1,1,2,6,77,0,7,8,5,2,3,2,65,1,2,0,2,1,3
5.99,6,17,1,3,2,8,1,0,6,6,6,1,0,4,0,0,0,0,0,1,2
4.71,5,12,1,0,2,5,0,0,7,8,2,1,0,1,0,0,1,0,0,0,1
6.19,8,15,1,2,2,6,69,1,7,10,4,2,1,2,57,0,2,0,1,1,0
6.91,6,14,0,0,2,5,57,0,6,8,6,4,3,0,52,1,1,0,1,1,3
5.89,6,14,0,2,2,7,80,0,7,1,2,3,2,0,60,0,1,1,1,1,2
5.2,6,15,0,2,2,7,0,1,6,6,8,4,0,1,0,0,1,1,1,1,3
8.38,6,14,1,2,2,8,82,0,8,10,3,2,1,1,85,1,2,1,2,1,1
5.93,5,13,1,0,2,6,0,0,8,7,2,0,0,2,0,1,1,1,1,1,1
6.1,6,13,1,0,2,4,0,0,6,4,7,2,0,2,0,1,2,1,1,1,4
6.12,7,13,0,0,2,3,4,0,4,8,7,1,0,0,0,0,1,0,2,0,1
7.23,7,16,1,2,2,6,61,0,9,9,8,2,1,1,86,1,1,1,1,1,4
7.42,7,16,1,3,2,8,0,1,8,6,5,3,0,1,0,1,0,1,2,2,1
5.36,7,16,0,3,2,8,2,0,6,8,5,4,0,3,0,0,0,1,0,2,3
7.14,6,16,1,3,2,7,4,1,9,7,5,1,0,0,0,1,2,0,2,1,1
8.3,7,14,0,1,2,5,0,0,6,9,8,3,0,4,0,1,2,0,0,1,1
5.12,7,14,1,0,2,5,70,0,6,6,7,0,3,4,65,0,0,1,0,1,1
5.77,8,16,1,3,2,8,0,0,5,7,8,3,0,4,0,0,0,0,2,1,3
7.03,9,13,1,1,2,5,0,0,6,8,6,1,0,2,0,1,2,1,1,1,0
5.33,6,13,1,0,2,5,100,0,4,7,9,0,2,0,66,1,1,1,2,1,1
6.38,7,17,0,3,2,10,59,1,4,6,7,3,1,1,78,1,0,1,0,1,1
6.83,7,14,1,1,2,6,0,0,7,8,8,3,0,0,0,0,1,1,1,1,1
6.74,7,14,0,1,2,6,73,0,7,4,6,4,2,2,50,0,0,0,1,1,1
6.22,7,17,0,2,2,6,0,0,8,7,7,2,0,1,0,1,1,1,2,1,1
6.35,8,16,0,1,2,5,100,0,8,4,5,2,2,3,73,0,0,0,2,0,0
6.33,5,12,1,0,2,3,90,0,5,4,7,3,2,0,91,1,0,1,0,2,2
7.72,7,16,1,4,2,7,0,0,8,3,9,2,0,2,0,1,2,1,1,1,3
6.35,7,14,1,2,2,6,88,0,7,5,7,3,3,2,53,1,2,0,2,1,3
6.12,5,15,1,3,2,8,0,0,5,3,9,4,0,4,0,1,2,1,0,1,1
5.31,6,12,1,0,2,5,94,2,6,7,4,3,1,2,67,0,2,0,0,0,1
3.46,7,15,0,0,2,6,59,2,9,5,7,3,3,2,67,0,1,0,1,1,4
9.61,6,20,1,5,2,11,1,1,6,7,9,1,0,3,0,0,2,1,2,1,0
5.38,7,13,1,0,2,4,57,0,7,6,6,2,3,0,100,0,2,1,0,1,1
5.43,6,13,1,0,2,6,0,0,7,5,6,1,0,1,0,1,1,1,2,2,3
6.5,5,15,1,2,2,7,5,0,6,4,9,2,0,0,0,0,2,0,2,0,0
7.52,7,15,1,2,2,6,5,1,10,4,8,1,0,2,0,0,2,0,0,1,1
6.62,6,14,1,1,2,5,0,0,7,8,8,2,0,2,0,1,2,0,1,1,2
4.87,5,13,0,1,2,5,1,0,9,5,1,3,0,2,0,1,2,1,1,0,1
6.61,5,16,1,3,2,9,5,0,6,10,3,3,0,1,0,0,2,0,2,0,1
6.8,7,13,1,0,2,4,95,0,5,6,3,1,2,2,81,0,1,1,2,1,1
5.74,7,13,0,0,2,6,0,1,7,8,8,2,0,4,0,0,1,1,2,1,1
7.11,7,13,0,1,2,8,3,0,7,8,5,4,0,1,0,1,0,1,0,1,1
6.12,7,15,1,1,2,5,60,2,5,8,9,2,2,4,58,0,1,0,1,0,1
6.96,5,15,1,2,2,7,5,0,7,4,7,2,0,0,0,0,2,0,2,0,0
6.72,6,14,1,0,2,4,0,1,9,9,6,3,0,2,0,0,2,0,0,0,1
6.6,6,13,0,0,2,6,0,0,5,9,4,3,0,3,0,0,2,0,0,0,3
7.64,6,15,0,0,2,5,0,0,4,10,8,3,0,0,0,1,2,1,2,2,3
5.89,7,14,1,0,2,4,0,0,6,7,7,1,0,0,0,0,2,0,0,0,3
6.89,7,12,1,0,2,3,0,0,8,10,6,3,0,1,0,0,1,1,2,1,1
7.27,5,16,1,3,2,8,0,1,5,8,7,3,0,4,0,1,2,0,2,1,4
7.26,6,16,1,3,2,7,55,0,9,4,6,1,1,3,86,1,0,1,2,1,3
6.69,8,18,1,5,2,10,0,0,10,9,7,3,0,3,0,0,2,1,1,0,1
5.89,6,15,1,2,2,8,0,0,4,5,7,3,0,3,0,1,0,1,1,1,3
6.61,7,16,0,3,2,10,5,0,8,5,6,3,0,1,0,0,1,1,2,1,1
7.43,7,16,1,3,2,7,0,0,5,4,7,1,0,4,0,0,2,0,2,1,1
6.51,7,17,0,3,2,9,2,1,9,4,8,3,0,1,0,1,0,1,2,1,3
5.71,6,16,1,3,2,7,93,1,4,9,1,3,1,0,73,1,2,1,0,1,1
6.41,7,14,1,1,2,6,60,2,6,8,9,2,2,4,58,0,1,0,1,0,1
6.57,4,15,1,0,2,4,0,1,8,2,5,1,0,1,0,1,1,0,0,1,2
5.52,6,15,1,0,2,4,74,0,5,5,4,1,3,0,59,0,2,1,1,1,1
6.37,7,15,1,2,2,6,86,1,2,9,10,3,2,1,80,0,2,1,2,1,3
7.48,6,16,1,4,2,8,0,0,10,10,7,3,0,2,0,0,1,1,1,1,3
5.5,6,17,1,2,2,7,4,0,7,4,7,0,0,0,0,0,2,0,0,1,3
6.43,6,14,1,1,2,5,3,0,6,9,4,2,0,4,0,0,0,0,2,1,0
7.1,8,19,0,4,2,7,5,0,7,9,7,2,0,4,0,1,2,1,3,1,3
5.5,6,15,1,1,2,6,1,0,7,7,9,0,0,4,0,1,0,1,0,2,1
5.22,6,13,1,1,2,5,77,1,3,5,6,2,3,4,66,1,1,1,2,1,3
6.19,5,13,1,0,2,6,51,0,6,6,5,0,1,0,74,1,0,1,0,1,1
6.48,6,16,1,3,2,7,59,0,3,1,6,3,3,1,68,1,2,1,0,1,3
7.58,6,15,1,2,2,8,63,0,8,5,7,1,2,4,69,1,2,0,0,1,3
6.97,7,15,1,1,2,5,68,0,6,7,3,2,3,2,65,1,2,0,2,1,3
6.81,8,15,1,2,2,8,94,0,6,8,5,0,2,4,60,0,1,0,0,1,4
6.09,7,17,1,3,2,7,4,0,7,7,7,4,0,2,0,0,1,0,1,1,4
5.68,7,17,1,3,2,9,2,1,5,6,4,1,0,1,0,0,1,1,0,1,3
4.31,6,13,1,0,2,4,74,0,5,5,4,2,3,0,94,0,1,0,2,0,3
8.25,8,19,1,5,2,9,0,0,10,9,8,3,0,3,0,0,2,1,1,0,1
6.37,6,17,1,3,2,6,0,1,9,5,7,2,0,1,0,1,0,1,0,1,1
5.16,9,15,1,2,2,8,0,0,9,5,6,0,0,2,0,0,1,1,1,0,3
6.75,6,14,1,1,2,4,54,1,8,7,5,1,3,4,95,1,1,1,1,1,1
8.11,7,15,1,2,2,7,51,0,9,6,6,2,3,0,80,0,1,1,0,1,1
5.04,6,13,1,1,2,5,48,1,6,6,6,1,3,4,95,1,1,1,1,1,1
6.7,6,15,0,0,2,6,57,0,7,9,5,2,2,3,63,1,1,0,1,1,1
5.04,2,13,1,1,2,5,4,2,2,10,7,1,0,3,0,1,1,1,0,1,4
5.49,6,13,1,1,2,5,5,0,6,7,2,3,0,0,0,1,2,0,2,0,1
6.48,6,16,1,3,2,7,1,0,7,10,4,3,0,0,0,0,0,0,0,1,1
5.39,4,14,1,0,2,5,0,0,5,9,1,1,0,2,0,1,2,1,2,1,3
5.83,6,16,1,3,2,8,0,0,3,5,6,4,0,2,0,0,1,1,1,1,3
5.37,4,13,1,0,2,4,0,1,2,7,7,3,0,1,0,0,0,0,1,1,3
5.56,6,16,1,1,2,5,0,0,6,6,5,1,0,4,0,1,1,1,2,1,1
6.24,7,15,1,1,2,6,3,0,7,6,9,2,0,3,0,0,1,1,2,2,1
6.61,8,13,1,1,2,4,4,0,5,6,7,2,0,3,0,0,1,1,1,1,0
6.11,7,18,0,3,2,9,3,0,8,5,8,4,0,0,0,1,1,1,1,2,3
7.7,9,18,1,3,2,6,4,0,9,10,5,3,0,0,0,0,2,1,0,1,1
6.09,6,14,0,2,2,7,2,0,5,9,6,4,0,3,0,1,1,1,2,1,0
5.91,6,14,1,1,2,5,4,1,6,6,9,2,0,2,0,1,2,1,0,1,3
7.19,6,12,1,0,2,3,98,0,8,2,2,0,2,4,70,1,2,1,2,1,1
4.27,4,15,0,1,2,5,4,2,7,6,4,2,0,4,0,1,0,1,0,1,1
7.53,6,15,1,2,2,6,2,0,8,7,3,0,0,2,0,0,0,1,2,1,3
6.5,6,16,1,2,2,6,2,1,6,5,5,1,0,1,0,0,1,0,1,1,3
5.45,6,15,1,1,2,4,0,1,9,5,2,1,0,0,0,0,2,0,0,1,3
6.95,6,15,1,0,2,4,82,0,6,5,6,1,3,0,59,0,2,1,1,1,1
1.44,7,15,1,1,2,4,87,0,7,4,6,0,3,2,86,0,2,1,1,0,1
6.57,7,15,1,2,2,7,69,0,7,7,6,0,2,3,61,0,1,1,1,0,1
4.54,5,13,1,0,2,5,0,0,2,8,8,0,0,0,0,1,0,0,0,1,3
5.74,5,15,1,2,2,7,0,0,6,4,6,0,0,4,0,0,1,1,0,1,1
7.58,6,18,0,4,2,9,2,0,9,7,9,4,0,0,0,1,0,1,2,1,3
6.91,7,17,0,2,2,5,95,1,5,8,10,1,2,4,82,1,1,1,0,1,1
6.3,7,15,1,0,2,4,93,0,3,9,6,1,1,0,55,1,0,1,1,2,3
7.39,7,17,1,3,2,6,80,1,8,9,7,4,2,2,59,0,0,1,0,1,1
5.96,7,14,0,1,2,7,4,0,8,4,5,1,0,0,0,0,1,1,2,0,3
6.59,6,15,1,2,2,7,3,1,6,7,6,3,0,0,0,0,1,1,0,1,1
6.39,6,13,1,0,2,5,77,0,8,5,7,2,3,3,57,1,1,1,2,1,1
5.16,6,15,1,1,2,7,0,0,4,9,4,3,0,0,0,0,1,0,2,0,3
7.13,6,17,1,2,2,8,0,1,9,9,8,1,0,3,0,1,2,1,0,1,3
5.39,6,15,0,1,2,7,55,0,7,6,5,1,3,3,77,0,2,0,0,0,2
5.14,5,14,0,1,2,7,0,0,5,5,7,4,0,1,0,1,2,1,1,1,1
7.23,7,17,0,2,2,7,1,1,9,8,7,4,0,1,0,0,2,1,0,0,1
6.63,8,14,0,1,2,7,47,0,8,7,5,4,3,2,84,0,2,1,1,1,4
8.11,8,13,1,1,2,6,79,0,9,8,6,1,1,2,94,0,2,1,1,1,0
6.7,7,15,1,0,2,5,0,0,6,7,4,3,0,0,0,1,1,1,1,2,1
5.44,7,13,0,0,2,5,0,0,6,4,5,3,0,3,0,1,2,1,0,1,4
6.71,7,13,1,0,2,4,0,0,5,9,6,1,0,1,0,0,0,0,1,1,1
5.24,6,13,1,0,2,5,0,1,9,5,6,1,0,0,0,0,0,1,0,1,3
5.82,7,15,1,1,2,5,1,0,4,8,5,0,0,1,0,0,1,1,2,1,1
6.41,7,15,1,2,2,6,0,0,8,5,5,0,0,1,0,0,2,0,0,1,4
5.81,6,13,1,0,2,5,67,0,5,6,4,3,2,0,92,0,2,1,2,0,1
9.56,8,17,1,3,2,7,56,1,9,7,4,2,1,2,98,0,1,0,2,1,1
7.1,6,16,1,3,2,8,94,1,4,9,7,4,1,0,68,0,1,0,0,1,3
5.38,6,18,1,4,2,9,0,1,6,9,6,2,0,4,0,1,1,1,2,0,2
7.05,7,14,1,2,2,8,1,1,8,8,9,0,0,3,0,0,2,0,0,1,1
7.77,8,16,0,3,2,6,5,1,10,7,7,5,0,3,0,0,0,1,1,1,3
6.47,6,13,1,0,2,4,86,1,5,10,8,0,1,0,98,1,0,1,1,1,1
7.67,8,16,1,3,2,7,3,0,9,6,8,2,0,3,0,1,2,1,2,1,2
6.78,6,16,1,2,2,7,72,1,6,4,4,1,1,0,65,1,2,1,2,1,1
6.0,7,17,1,2,2,6,3,1,8,9,2,1,0,0,0,1,0,1,1,2,1
7.34,6,14,1,0,2,5,66,0,8,1,9,2,1,2,63,1,2,0,0,0,1
6.01,7,15,1,1,2,5,0,0,8,7,6,3,0,1,0,1,1,1,2,2,4
7.94,6,15,1,2,2,7,1,1,10,7,6,0,0,3,0,1,1,1,1,1,3
6.61,6,13,1,0,2,5,81,1,5,9,9,0,1,0,98,1,0,1,1,1,1
5.79,6,14,1,1,2,5,0,0,8,3,7,0,0,1,0,0,0,1,2,1,1
7.26,6,17,0,4,2,11,53,1,8,7,5,4,2,4,54,1,2,1,3,1,3
6.8,7,18,1,4,2,7,4,0,2,6,8,4,0,0,0,1,2,1,2,1,0
4.76,5,16,1,2,2,6,0,0,3,9,2,3,0,2,0,0,1,1,0,1,1
5.7,6,14,0,1,2,6,1,0,3,9,8,2,0,2,0,1,0,1,1,2,1
5.87,7,15,0,1,2,6,97,1,6,7,10,1,3,0,83,0,2,1,2,1,1
5.13,6,17,1,3,2,8,0,1,2,5,7,4,0,1,0,1,1,1,0,1,1
5.13,6,14,1,1,2,6,5,0,5,6,4,0,0,4,0,1,2,1,2,1,1
7.87,8,17,1,4,2,9,96,0,9,3,7,3,2,4,95,1,1,1,1,1,3
6.53,6,15,1,1,2,7,2,1,6,7,6,0,0,1,0,0,2,0,2,0,4
5.13,6,14,1,0,2,4,0,1,8,4,4,2,0,2,0,1,2,1,0,1,1
4.07,7,14,0,0,2,6,52,2,8,4,7,3,3,2,67,0,1,0,1,1,4
4.66,6,16,1,2,2,6,4,1,6,5,8,3,0,0,0,1,1,0,0,0,3
7.73,6,15,1,1,2,5,0,0,6,6,7,0,0,4,0,1,0,1,0,2,1
6.56,7,15,1,1,2,7,82,0,4,5,9,1,3,4,84,1,1,0,2,1,1
6.63,5,18,0,4,2,8,1,1,4,6,6,5,0,2,0,0,2,1,3,0,1
6.8,8,15,1,2,2,7,59,0,9,7,4,0,2,0,91,0,0,1,1,2,0
4.89,6,12,0,0,2,4,80,0,7,6,6,4,3,4,75,1,1,1,2,1,3
7.32,8,17,1,4,2,9,0,1,6,7,10,4,0,3,0,0,1,1,2,1,2
7.83,6,14,1,2,2,6,0,0,8,6,5,3,0,4,0,1,1,1,0,2,3
5.51,5,16,1,2,2,8,78,0,2,5,6,0,3,1,58,1,0,1,1,2,3
5.73,7,17,1,4,2,9,0,0,8,8,7,1,0,2,0,0,1,1,1,1,3
7.28,7,14,1,2,2,6,86,0,10,9,10,1,2,2,98,0,2,1,1,0,3
5.45,6,12,1,0,2,6,2,2,2,6,9,1,0,3,0,0,2,1,2,1,4
6.49,6,16,0,2,2,7,0,0,9,7,1,4,0,3,0,1,2,1,2,1,1
9.61,7,14,0,2,2,6,5,0,6,6,6,4,0,4,0,0,2,0,1,1,0
6.82,7,16,1,3,2,7,0,0,5,9,7,1,0,2,0,1,1,1,2,1,1
6.52,7,12,0,0,2,4,97,0,10,6,6,2,3,2,69,0,1,1,0,1,1
6.39,6,15,1,1,2,5,1,1,6,5,7,0,0,2,0,0,1,1,0,0,1
5.31,7,15,1,2,2,7,0,0,7,5,6,2,0,0,0,1,0,1,2,0,3
5.94,6,14,1,0,2,5,61,0,6,8,5,1,2,2,85,0,2,0,0,1,1
7.65,6,12,0,0,2,4,0,0,7,8,6,2,0,1,0,1,1,0,1,1,1
4.68,4,14,0,2,2,7,99,0,2,2,4,1,2,1,63,1,0,1,2,2,3
4.68,4,15,1,2,2,6,97,0,1,4,4,3,3,4,53,1,2,0,1,0,1
5.01,6,16,0,2,2,7,57,2,7,7,2,1,2,0,93,0,1,1,1,1,1
5.19,7,17,1,4,2,10,2,0,5,6,6,4,0,3,0,1,1,0,3,1,2
4.35,6,14,1,1,2,6,73,1,2,6,5,2,3,4,66,1,1,1,2,1,3
4.3,6,14,0,0,2,7,2,0,3,2,5,2,0,4,0,0,1,1,0,1,1
4.76,6,14,0,0,2,6,60,2,6,6,6,1,3,1,52,1,1,1,0,0,1
4.29,6,16,1,2,2,7,0,0,5,5,1,0,0,3,0,0,1,0,2,1,3
7.31,5,17,1,4,2,8,0,2,8,9,4,4,0,2,0,0,1,1,3,1,3
6.29,6,15,1,1,2,6,95,1,6,9,5,2,1,4,95,0,0,1,2,1,2
5.79,5,17,1,3,2,8,79,2,6,8,3,2,3,1,71,1,0,0,2,1,1
5.87,5,18,1,3,2,9,0,1,6,7,4,3,0,4,0,1,1,1,2,1,4
6.14,7,13,1,0,2,5,0,0,4,7,10,1,0,2,0,1,0,1,0,1,3
8.13,9,17,0,2,2,8,93,0,8,5,8,1,3,0,56,0,1,0,0,1,1
6.79,5,17,1,3,2,8,1,1,6,4,10,1,0,3,0,0,2,1,0,1,4
6.69,6,14,0,0,2,4,86,1,6,10,9,4,3,3,60,0,1,1,2,1,0
5.31,6,13,0,0,2,6,0,0,8,5,8,2,0,3,0,1,1,1,2,1,3
5.0,5,13,1,0,2,5,0,2,8,5,8,1,0,1,0,1,1,1,2,1,1
6.43,7,17,1,4,2,8,0,1,8,7,5,1,0,3,0,0,1,1,1,1,1
4.9,5,15,1,1,2,7,0,0,5,1,4,0,0,2,0,1,1,0,0,1,1
6.4,4,13,1,0,2,3,65,1,5,7,7,1,1,1,89,1,0,1,1,1,3
5.23,7,15,1,1,2,5,0,0,6,9,5,1,0,1,0,1,2,1,1,1,1
6.88,5,16,0,3,2,10,2,0,7,7,4,4,0,2,0,0,1,1,0,1,1
6.17,7,17,1,2,2,6,0,1,5,6,10,1,0,0,0,0,2,0,2,0,3
