Promedio_Anual,Calificacion_Cualitativa,Edad,Genero,Anio_Escolar,Periodo_Lectivo,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral,Animacion_Lectura,Orientacion_Vocacional,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado,Uso_Comedor_Estudiantil,Acceso_Recursos_Tecnologicos,Participacion_Eventos_Culturales,Estrato_Socioeconomico,Categoria_Rendimiento
7.35,B-,14,Femenino,Noveno,2022-2023,7,53,0,C+,D-,C+,0,2,2,64,No,Diario,Si,2,Baja,MuyBajo
6.2,C+,17,Masculino,Segundo de Bachillerato,2023-2024,9,0,0,C+,A+,C+,2,0,4,0,Si,Ocasional,Si,3,Media,Sobresaliente
4.66,C-,14,Femenino,Noveno,2023-2024,6,0,2,B-,E-,B-,2,0,4,0,No,Diario,No,2,Baja,Bajo
5.64,C+,14,Femenino,Octavo,2022-2023,5,0,0,A-,A-,C+,3,0,2,0,Si,Diario,Si,0,Alta,Bueno
6.2,C+,14,Femenino,Noveno,2023-2024,5,0,1,B+,C-,E+,3,0,3,0,Si,Nunca,Si,0,Alta,Bajo
6.0,C+,15,Femenino,Decimo,2023-2024,7,0,0,C-,C+,B-,2,0,3,0,Si,Ocasional,Si,0,Media,Bajo
5.2,C-,18,Femenino,Tercero de Bachillerato,2022-2023,11,0,1,C-,C-,C+,2,0,1,0,No,Ocasional,No,2,Media,Bajo
6.42,C+,15,Femenino,Decimo,2022-2023,7,86,0,D+,B-,A-,3,3,2,61,No,Ocasional,Si,2,Media,Bajo
5.67,C+,13,Femenino,Octavo,2022-2023,6,0,0,C-,C+,C+,1,0,3,0,No,Diario,No,0,Baja,Bueno
6.88,B-,14,Femenino,Octavo,2022-2023,5,0,0,B-,C-,B+,0,0,0,0,No,Diario,No,0,Baja,Bajo
5.76,C+,15,Femenino,Decimo,2022-2023,7,0,0,C+,C+,B+,3,0,3,0,Si,Diario,Si,2,Media,Bajo
7.42,B-,16,Masculino,Primero de Bachillerato,2022-2023,10,0,0,B+,B+,B+,3,0,0,0,Si,Ocasional,Si,2,Media,Sobresaliente
6.36,C+,15,Masculino,Noveno,2022-2023,6,0,0,B-,C-,E+,4,0,0,0,Si,Nunca,Si,1,Alta,Bajo
5.62,C+,14,Femenino,Noveno,2022-2023,6,0,0,B+,A-,D+,0,0,1,0,No,Nunca,No,0,Media,Variable
6.76,B-,14,Femenino,Noveno,2023-2024,6,0,0,C-,A+,B+,1,0,4,0,No,Nunca,No,2,Media,Bueno
6.48,C+,13,Femenino,Octavo,2022-2023,5,0,0,C-,B+,B+,0,0,2,0,No,Ocasional,Si,2,Media,Bueno
5.9,C+,15,Femenino,Noveno,2023-2024,5,0,0,C-,C-,B-,1,0,3,0,Si,Diario,Si,0,Media,Bueno
5.55,C+,17,Femenino,Primero de Bachillerato,2023-2024,8,0,0,E+,D+,B+,2,0,2,0,No,Diario,Si,1,Media,MuyBajo
6.37,C+,13,Masculino,Octavo,2022-2023,5,65,1,B-,C+,C-,1,3,4,94,No,Diario,No,1,Baja,Bajo
7.12,B-,13,Femenino,Octavo,2023-2024,4,52,0,C-,B+,C-,0,3,4,68,No,Diario,Si,0,Media,Bajo
5.47,C-,14,Femenino,Noveno,2023-2024,5,0,0,C+,C+,D+,0,0,0,0,Si,Nunca,Si,0,Alta,Bajo
9.96,A+,13,Femenino,Octavo,2023-2024,5,0,0,E+,B-,B+,3,0,2,0,Si,Diario,No,0,Media,Bajo
6.39,C+,15,Masculino,Noveno,2022-2023,7,64,1,B-,B+,C-,4,3,3,95,Si,Ocasional,Si,0,Media,Bueno
6.25,C+,14,Femenino,Noveno,2022-2023,6,0,2,B+,C-,A+,1,0,2,0,Si,Diario,Si,0,Media,Sobresaliente
6.14,C+,16,Femenino,Primero de Bachillerato,2022-2023,8,89,1,C-,B+,E+,3,1,0,73,Si,Diario,Si,0,Media,Bajo
7.43,B-,15,Femenino,Noveno,2022-2023,6,61,0,C-,C-,A+,3,3,1,71,Si,Ocasional,Si,2,Media,Bajo
7.29,B-,15,Femenino,Noveno,2023-2024,6,59,0,C+,A-,B-,2,3,0,68,Si,Ocasional,Si,1,Media,Bueno
5.55,C+,13,Femenino,Octavo,2023-2024,5,0,0,C-,B-,B+,2,0,0,0,No,Ocasional,Si,1,Media,Bajo
5.72,C+,17,Masculino,Segundo de Bachillerato,2022-2023,9,0,0,C+,C-,B+,3,0,1,0,No,Ocasional,No,2,Media,Bajo
6.14,C+,14,Femenino,Noveno,2022-2023,7,0,0,B-,D+,C+,3,0,0,0,No,Ocasional,Si,0,Media,Bueno
4.86,C-,17,Femenino,Primero de Bachillerato,2023-2024,8,0,0,E-,D+,E+,3,0,0,0,Si,Diario,No,0,Baja,Bajo
6.37,C+,13,Femenino,Octavo,2023-2024,4,61,0,B+,D+,C+,3,2,3,70,No,Ocasional,No,1,Media,Bajo
6.6,B-,13,Femenino,Octavo,2023-2024,5,88,0,C+,C-,A+,2,1,3,91,No,Diario,No,0,Media,MuyBajo
5.97,C+,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,B-,B-,B-,4,0,4,0,No,Ocasional,Si,3,Media,Bueno
3.82,D+,13,Masculino,Octavo,2022-2023,6,0,0,C-,D-,E-,1,0,3,0,No,Ocasional,Si,2,Media,Bueno
5.58,C+,15,Femenino,Noveno,2023-2024,5,0,0,D+,C-,C-,0,0,2,0,Si,Nunca,Si,0,Media,Bajo
7.08,B-,15,Femenino,Decimo,2022-2023,7,51,0,B+,C+,C+,2,3,0,80,No,Ocasional,Si,0,Media,Bajo
7.51,B+,18,Femenino,Tercero de Bachillerato,2023-2024,10,0,0,B-,A+,C-,3,0,2,0,Si,Diario,Si,1,Media,Bajo
6.27,C+,14,Femenino,Noveno,2023-2024,5,85,0,D-,B-,A-,3,1,0,63,Si,Ocasional,Si,0,Media,Bueno
7.22,B-,15,Femenino,Noveno,2022-2023,6,0,0,C-,B-,C+,0,0,1,0,No,Ocasional,Si,2,Media,Bajo
7.06,B-,15,Femenino,Decimo,2022-2023,7,0,0,C-,A-,C-,3,0,0,0,No,Diario,No,1,Baja,Bajo
6.62,B-,15,Femenino,Noveno,2023-2024,5,92,1,A+,C-,A-,0,2,0,88,No,Ocasional,No,0,Media,Bueno
6.32,C+,16,Masculino,Primero de Bachillerato,2023-2024,8,59,0,C+,B+,E+,2,1,4,54,Si,Ocasional,No,0,Baja,Bajo
6.14,C+,13,Femenino,Octavo,2023-2024,4,0,0,C+,B+,C+,1,0,1,0,No,Ocasional,Si,1,Media,MuyBajo
5.57,C+,16,Masculino,Decimo,2023-2024,8,0,1,B+,B-,C-,3,0,3,0,Si,Nunca,Si,1,Media,Bajo
6.89,B-,16,Femenino,Decimo,2022-2023,8,0,0,C+,C+,B+,3,0,0,0,No,Ocasional,Si,2,Media,Bueno
5.78,C+,14,Masculino,Noveno,2022-2023,6,0,0,C+,B-,D+,2,0,0,0,Si,Ocasional,Si,0,Media,MuyBajo
6.05,C+,15,Femenino,Noveno,2022-2023,6,0,0,B-,B-,D-,1,0,3,0,No,Ocasional,Si,0,Media,Bajo
6.22,C+,13,Femenino,Octavo,2022-2023,6,85,0,D+,C+,B-,2,3,1,82,Si,Nunca,Si,1,Media,Sobresaliente
6.55,B-,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,D-,B+,C+,3,0,4,0,Si,Ocasional,No,0,Media,Variable
8.13,B+,15,Femenino,Decimo,2023-2024,6,97,0,B+,C+,B+,1,2,1,89,Si,Ocasional,Si,0,Media,MuyBajo
7.02,B-,16,Femenino,Primero de Bachillerato,2022-2023,8,0,0,B+,D-,B+,1,0,3,0,Si,Nunca,No,2,Media,Variable
6.38,C+,14,Masculino,Noveno,2023-2024,6,91,1,C-,B-,E+,4,2,2,60,No,Diario,No,0,Baja,Bueno
5.85,C+,15,Femenino,Noveno,2023-2024,6,0,0,A-,D-,B-,1,0,0,0,No,Nunca,Si,1,Alta,Bajo
5.96,C+,14,Femenino,Noveno,2023-2024,5,73,0,B+,C-,B-,2,1,1,65,Si,Ocasional,Si,1,Media,Bajo
5.71,C+,15,Femenino,Noveno,2022-2023,6,0,0,C+,C+,B+,0,0,4,0,Si,Nunca,Si,0,Alta,Bajo
6.16,C+,13,Masculino,Octavo,2023-2024,5,62,0,B+,B-,C+,2,3,2,52,No,Diario,Si,0,Media,Bueno
6.47,C+,17,Femenino,Segundo de Bachillerato,2023-2024,8,86,0,B+,C+,B-,4,1,0,53,Si,Diario,Si,2,Media,MuyBajo
5.21,C-,13,Femenino,Octavo,2023-2024,4,0,0,C+,D-,B+,2,0,3,0,Si,Nunca,Si,1,Alta,Bajo
7.36,B-,16,Masculino,Decimo,2023-2024,6,70,1,A-,B-,C+,4,3,0,72,No,Diario,Si,0,Alta,Bueno
5.29,C-,13,Masculino,Octavo,2022-2023,6,97,1,B-,B-,C-,1,3,0,99,Si,Diario,Si,0,Alta,MuyBajo
7.19,B-,14,Femenino,Octavo,2023-2024,5,80,0,D+,B+,A+,0,2,3,60,No,Nunca,Si,0,Media,Bueno
8.6,A-,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,C+,A+,B+,2,0,1,0,Si,Ocasional,Si,0,Alta,Bueno
6.17,C+,14,Femenino,Octavo,2023-2024,4,0,0,C+,C+,B-,2,0,1,0,Si,Diario,No,1,Baja,Bajo
5.46,C-,13,Femenino,Octavo,2023-2024,5,0,0,D+,C+,C+,2,0,3,0,Si,Ocasional,Si,2,Media,Bajo
8.0,B+,13,Femenino,Octavo,2022-2023,6,65,0,A-,D+,A-,1,3,1,88,Si,Diario,No,0,Baja,Bueno
7.25,B-,14,Femenino,Octavo,2023-2024,5,56,0,C+,A-,C-,0,1,4,99,No,Diario,No,1,Media,Variable
7.15,B-,13,Masculino,Octavo,2022-2023,6,56,1,C+,B+,A-,4,2,1,60,Si,Ocasional,Si,1,Alta,Bueno
7.55,B+,15,Femenino,Decimo,2022-2023,8,86,0,B+,D-,B-,2,2,1,55,No,Diario,Si,0,Media,Bueno
5.25,C-,15,Masculino,Noveno,2023-2024,6,66,2,C+,E+,C+,4,2,1,98,No,Ocasional,Si,1,Alta,Bajo
5.61,C+,13,Femenino,Octavo,2023-2024,5,0,1,B+,D+,C+,0,0,2,0,Si,Diario,Si,1,Alta,Bajo
6.93,B-,13,Masculino,Octavo,2023-2024,5,0,0,C+,D-,B+,2,0,2,0,Si,Ocasional,Si,1,Media,Variable
6.7,B-,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,B+,C+,B+,3,0,3,0,Si,Ocasional,Si,1,Alta,MuyBajo
7.7,B+,16,Femenino,Decimo,2022-2023,8,0,0,B+,B-,C+,2,0,0,0,Si,Diario,No,2,Media,Bajo
6.75,B-,14,Femenino,Octavo,2023-2024,4,0,0,A-,C+,A-,1,0,4,0,No,Ocasional,Si,2,Media,Bajo
5.02,C-,15,Femenino,Decimo,2022-2023,7,0,0,C+,B-,B+,0,0,3,0,Si,Ocasional,No,1,Media,Bajo
5.98,C+,18,Femenino,Tercero de Bachillerato,2023-2024,10,0,1,C+,D-,C-,1,0,3,0,Si,Nunca,Si,1,Media,MuyBajo
6.27,C+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,2,D-,C+,C-,3,0,3,0,Si,Ocasional,Si,1,Media,Bajo
6.37,C+,16,Femenino,Decimo,2022-2023,8,56,1,B-,B-,B-,0,1,3,96,No,Diario,No,0,Media,Bajo
4.75,C-,13,Femenino,Octavo,2023-2024,4,0,1,C-,C-,B+,3,0,0,0,Si,Ocasional,No,1,Media,Bueno
5.05,C-,14,Masculino,Noveno,2023-2024,6,88,0,D-,C+,C+,4,1,3,94,Si,Nunca,Si,2,Media,Bueno
5.64,C+,13,Masculino,Octavo,2023-2024,5,79,0,A-,E+,C-,1,3,1,59,No,Nunca,Si,1,Media,Bajo
6.44,C+,15,Masculino,Noveno,2022-2023,6,70,0,C+,C+,C-,1,3,0,99,No,Ocasional,No,1,Baja,Bueno
6.91,B-,13,Femenino,Octavo,2023-2024,5,0,0,A-,C-,C+,3,0,0,0,Si,Ocasional,No,0,Media,Bajo
6.79,B-,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,B-,B+,C+,4,0,2,0,No,Ocasional,No,1,Media,Sobresaliente
7.47,B-,14,Femenino,Octavo,2022-2023,5,0,0,B-,C+,A-,0,0,0,0,Si,Nunca,No,0,Media,Variable
4.85,C-,16,Femenino,Primero de Bachillerato,2023-2024,8,0,0,D-,E+,B-,1,0,3,0,No,Diario,No,1,Media,Bajo
7.52,B+,13,Femenino,Octavo,2023-2024,4,0,0,C+,B+,C+,2,0,0,0,Si,Ocasional,No,0,Baja,Bajo
5.95,C+,15,Femenino,Decimo,2023-2024,7,0,1,D+,B-,C+,2,0,1,0,No,Ocasional,No,1,Media,Bajo
6.33,C+,14,Femenino,Noveno,2023-2024,6,0,1,C-,B+,C+,3,0,3,0,No,Diario,Si,1,Baja,Bajo
8.29,B+,16,Masculino,Decimo,2022-2023,9,0,1,A-,A+,C+,2,0,3,0,No,Diario,Si,2,Baja,Bueno
5.13,C-,13,Femenino,Octavo,2022-2023,6,0,1,C+,C-,C+,0,0,4,0,No,Ocasional,Si,2,Media,Bajo
6.94,B-,17,Masculino,Segundo de Bachillerato,2023-2024,8,0,2,B+,B+,A-,3,0,2,0,Si,Ocasional,Si,2,Media,Bajo
5.99,C+,15,Femenino,Decimo,2023-2024,6,0,0,B-,A-,B-,3,0,3,0,No,Ocasional,No,0,Media,Bajo
5.77,C+,13,Femenino,Octavo,2023-2024,4,0,1,C-,C-,B-,3,0,4,0,Si,Nunca,Si,1,Alta,Bajo
6.38,C+,18,Femenino,Segundo de Bachillerato,2022-2023,9,0,1,A+,C+,B+,4,0,3,0,No,Nunca,Si,1,Media,Bueno
6.11,C+,15,Femenino,Noveno,2023-2024,5,52,0,D+,B+,C+,1,3,4,62,Si,Diario,Si,1,Media,Bajo
6.78,B-,15,Femenino,Decimo,2022-2023,8,63,0,B-,B-,B+,2,1,4,62,Si,Nunca,No,2,Media,Variable
8.07,B+,13,Femenino,Octavo,2022-2023,6,73,0,B-,B+,B-,0,2,0,69,Si,Diario,Si,2,Media,MuyBajo
5.46,C-,16,Masculino,Decimo,2022-2023,8,91,0,E-,B+,C-,4,2,2,76,No,Diario,Si,1,Media,Bajo
6.44,C+,16,Femenino,Decimo,2023-2024,7,0,0,C-,A+,E-,2,0,1,0,No,Diario,Si,0,Media,Bueno
7.95,B+,16,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B+,C-,C-,3,0,4,0,No,Diario,No,0,Baja,Bajo
7.66,B+,17,Masculino,Primero de Bachillerato,2022-2023,8,0,0,B-,B+,B+,5,0,2,0,No,Ocasional,Si,1,Media,Bajo
6.5,C+,16,Masculino,Decimo,2022-2023,9,93,1,C-,D+,B+,4,3,4,68,No,Ocasional,No,2,Media,Bajo
5.81,C+,13,Femenino,Octavo,2022-2023,5,0,0,C-,B-,C+,0,0,0,0,No,Nunca,Si,0,Baja,Bueno
6.6,B-,18,Masculino,Segundo de Bachillerato,2022-2023,10,56,0,C-,C-,C+,5,3,4,98,No,Ocasional,Si,3,Alta,Bajo
5.6,C+,13,Masculino,Octavo,2023-2024,6,78,0,B+,C-,E-,1,3,1,68,Si,Diario,Si,1,Media,Bajo
5.31,C-,13,Femenino,Octavo,2022-2023,6,0,0,C+,C+,A-,3,0,1,0,No,Diario,No,0,Baja,Bueno
6.42,C+,18,Femenino,Tercero de Bachillerato,2022-2023,10,0,1,C+,B-,B-,3,0,3,0,No,Nunca,No,2,Media,Bueno
4.7,C-,14,Femenino,Octavo,2022-2023,6,0,2,B-,B-,C+,0,0,1,0,Si,Diario,No,1,Media,Bajo
6.6,B-,19,Masculino,Tercero de Bachillerato,2023-2024,10,0,2,A-,B+,A+,4,0,2,0,Si,Diario,Si,3,Baja,Bajo
6.49,C+,13,Femenino,Octavo,2023-2024,5,93,0,C+,E-,E+,1,1,0,76,No,Nunca,Si,0,Media,Variable
6.68,B-,15,Masculino,Decimo,2022-2023,7,100,0,C+,B+,E+,3,3,2,97,Si,Diario,No,2,Baja,MuyBajo
6.33,C+,15,Femenino,Decimo,2022-2023,7,0,1,C-,D-,B-,3,0,4,0,Si,Ocasional,Si,0,Media,Bajo
9.4,A-,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,1,B-,C+,B+,4,0,4,0,Si,Ocasional,Si,1,Media,MuyBajo
7.87,B+,13,Femenino,Octavo,2022-2023,5,90,0,B+,C+,B+,3,3,2,61,Si,Diario,Si,1,Media,Bueno
6.52,B-,17,Femenino,Primero de Bachillerato,2023-2024,7,0,0,A-,B+,D-,4,0,0,0,No,Diario,No,0,Media,Bueno
7.04,B-,15,Femenino,Noveno,2023-2024,5,82,0,B-,C-,C-,0,3,2,86,No,Diario,Si,1,Baja,Bajo
6.38,C+,17,Femenino,Primero de Bachillerato,2022-2023,8,0,0,C+,A+,D-,3,0,0,0,No,Nunca,No,0,Media,Bajo
6.4,C+,14,Femenino,Noveno,2023-2024,5,0,0,B-,B-,B+,3,0,4,0,No,Diario,Si,0,Baja,Bajo
6.56,B-,14,Femenino,Noveno,2022-2023,6,0,1,B+,B-,C+,0,0,3,0,No,Nunca,Si,2,Media,Bueno
6.31,C+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,1,A+,D+,C+,4,0,2,0,Si,Ocasional,No,2,Media,Variable
5.14,C-,13,Femenino,Octavo,2022-2023,5,91,0,C+,C-,C-,1,2,1,62,Si,Ocasional,No,2,Media,Bajo
7.63,B+,14,Femenino,Octavo,2023-2024,5,99,0,A-,C+,C+,2,3,0,53,Si,Diario,No,1,Media,Bueno
6.72,B-,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,1,A-,B-,C+,1,0,3,0,No,Ocasional,Si,1,Media,Bajo
6.55,B-,18,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,B-,B-,B+,1,0,2,0,No,Ocasional,Si,1,Media,Bueno
7.18,B-,18,Femenino,Tercero de Bachillerato,2022-2023,10,0,0,C+,A+,B-,1,0,3,0,No,Diario,Si,1,Baja,Bajo
4.65,C-,16,Femenino,Primero de Bachillerato,2022-2023,8,0,2,E-,D+,B-,4,0,3,0,Si,Ocasional,No,0,Media,Bajo
5.8,C+,14,Femenino,Noveno,2022-2023,7,0,0,C-,C+,A-,0,0,0,0,Si,Diario,Si,1,Baja,Bajo
5.92,C+,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,D+,B+,C+,4,0,3,0,Si,Diario,Si,2,Baja,Bueno
5.45,C-,14,Femenino,Noveno,2022-2023,6,0,0,D+,B-,C+,2,0,1,0,No,Diario,Si,0,Media,Bajo
5.57,C+,16,Femenino,Decimo,2022-2023,7,57,1,E-,B-,B-,2,2,4,80,No,Diario,No,2,Media,Bueno
5.53,C+,17,Masculino,Primero de Bachillerato,2023-2024,7,0,0,C+,D+,B-,3,0,2,0,No,Ocasional,No,2,Baja,Bueno
6.61,B-,13,Masculino,Octavo,2023-2024,4,0,0,C-,B+,B+,1,0,0,0,No,Ocasional,No,2,Baja,Bajo
8.04,B+,16,Femenino,Decimo,2023-2024,6,63,1,B+,A+,D+,2,1,2,63,No,Diario,No,0,Baja,Variable
6.51,B-,13,Femenino,Octavo,2023-2024,4,0,0,C-,C+,C-,0,0,1,0,No,Diario,Si,2,Baja,MuyBajo
7.25,B-,16,Femenino,Primero de Bachillerato,2023-2024,8,0,1,A+,B+,D+,4,0,0,0,Si,Nunca,Si,0,Alta,Bajo
6.23,C+,16,Femenino,Primero de Bachillerato,2022-2023,9,0,2,B-,C+,A-,4,0,3,0,No,Nunca,Si,2,Media,Bajo
6.51,B-,14,Femenino,Noveno,2023-2024,6,0,0,C+,B+,C-,1,0,1,0,Si,Diario,Si,1,Media,Bajo
5.65,C+,14,Femenino,Noveno,2022-2023,7,0,1,C+,E+,B+,3,0,4,0,No,Diario,No,0,Media,Bajo
7.21,B-,16,Femenino,Decimo,2022-2023,8,60,1,C+,B-,C-,1,3,3,81,No,Ocasional,Si,1,Media,Bajo
7.03,B-,16,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B-,A-,C+,3,0,0,0,No,Diario,Si,2,Baja,Bueno
6.34,C+,18,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,C+,C-,B-,4,0,4,0,Si,Ocasional,Si,1,Alta,MuyBajo
7.72,B+,15,Femenino,Decimo,2022-2023,8,90,0,B-,B+,C+,0,2,4,60,No,Ocasional,No,0,Media,Sobresaliente
5.58,C+,17,Masculino,Segundo de Bachillerato,2022-2023,11,0,2,C-,C+,A+,5,0,4,0,No,Ocasional,Si,2,Baja,Bajo
6.31,C+,14,Femenino,Octavo,2022-2023,6,0,0,A+,E+,C+,3,0,0,0,No,Ocasional,No,0,Baja,Bajo
3.85,D+,13,Masculino,Octavo,2023-2024,5,77,2,E+,C-,D-,2,2,1,65,No,Ocasional,No,0,Media,Bajo
5.62,C+,14,Masculino,Octavo,2022-2023,6,73,0,C-,C+,B-,2,2,2,57,No,Nunca,No,0,Baja,Bueno
5.83,C+,16,Femenino,Decimo,2022-2023,7,0,0,C-,B+,E-,2,0,3,0,No,Ocasional,Si,0,Media,Variable
6.59,B-,14,Femenino,Octavo,2023-2024,5,0,0,B-,C+,D+,1,0,0,0,No,Ocasional,Si,2,Media,Bajo
7.88,B+,13,Femenino,Octavo,2022-2023,6,88,0,C+,C+,C+,1,3,4,63,Si,Ocasional,Si,0,Media,Sobresaliente
7.13,B-,15,Masculino,Decimo,2022-2023,9,88,0,B+,B-,C+,1,3,3,91,No,Diario,No,1,Media,Bajo
7.1,B-,13,Masculino,Octavo,2022-2023,6,0,0,B-,A+,B+,2,0,0,0,No,Ocasional,Si,0,Media,Bajo
6.42,C+,13,Femenino,Octavo,2023-2024,5,0,2,C+,D-,A+,0,0,3,0,Si,Ocasional,Si,1,Media,Bajo
5.21,C-,13,Femenino,Octavo,2022-2023,5,0,2,B+,C-,E+,3,0,4,0,Si,Ocasional,Si,0,Media,Bueno
6.19,C+,13,Femenino,Octavo,2023-2024,5,0,1,B-,B+,D-,1,0,0,0,No,Diario,Si,2,Media,Bajo
6.28,C+,13,Femenino,Octavo,2022-2023,5,0,0,B-,C-,C-,0,0,2,0,No,Ocasional,Si,1,Media,Bajo
6.43,C+,16,Masculino,Primero de Bachillerato,2023-2024,8,52,2,B+,A-,C-,2,2,0,91,Si,Ocasional,Si,0,Media,Bueno
9.35,A-,18,Femenino,Tercero de Bachillerato,2022-2023,10,0,0,A+,C-,C-,4,0,2,0,Si,Ocasional,Si,3,Alta,Sobresaliente
6.51,B-,15,Masculino,Decimo,2022-2023,8,98,0,C-,B+,D+,3,2,2,55,Si,Ocasional,Si,2,Media,Bajo
6.24,C+,18,Masculino,Tercero de Bachillerato,2022-2023,12,0,1,A-,C+,C-,2,0,2,0,Si,Ocasional,No,2,Baja,Bajo
6.91,B-,14,Femenino,Octavo,2022-2023,6,0,0,A+,C+,C-,3,0,0,0,No,Nunca,Si,2,Media,Variable
5.47,C-,13,Femenino,Octavo,2022-2023,5,0,1,B-,B-,B-,0,0,0,0,No,Ocasional,No,0,Media,Bajo
6.67,B-,13,Femenino,Octavo,2023-2024,4,56,1,B-,B+,C-,2,3,1,96,No,Diario,No,1,Media,Bueno
5.43,C-,14,Femenino,Noveno,2022-2023,6,62,0,B-,C-,C+,2,3,0,50,Si,Nunca,Si,2,Alta,Bueno
6.43,C+,13,Masculino,Octavo,2022-2023,5,57,0,B+,B-,C+,1,2,2,54,No,Ocasional,Si,1,Media,Bueno
5.43,C-,17,Femenino,Primero de Bachillerato,2022-2023,9,0,0,C+,A-,D+,3,0,1,0,No,Diario,No,2,Baja,Bajo
5.8,C+,14,Femenino,Noveno,2023-2024,6,57,0,D+,B+,C-,1,2,3,59,No,Nunca,No,2,Baja,Bueno
6.9,B-,18,Masculino,Segundo de Bachillerato,2022-2023,10,0,1,A-,C+,C-,2,0,4,0,Si,Nunca,Si,3,Media,Bueno
6.44,C+,16,Femenino,Primero de Bachillerato,2023-2024,8,0,0,C-,C-,B-,4,0,2,0,No,Diario,Si,1,Media,Sobresaliente
6.04,C+,14,Femenino,Octavo,2023-2024,5,64,1,C-,C-,A-,0,2,0,99,Si,Diario,Si,1,Media,Bueno
4.95,C-,13,Femenino,Octavo,2022-2023,5,0,1,C-,C+,D+,1,0,0,0,No,Diario,Si,2,Media,Bajo
6.12,C+,13,Masculino,Octavo,2023-2024,5,0,0,C-,C+,B-,1,0,0,0,Si,Ocasional,No,0,Media,Bajo
6.41,C+,14,Masculino,Octavo,2022-2023,5,0,0,D+,B-,B+,4,0,1,0,No,Nunca,No,1,Media,Bajo
7.6,B+,17,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,A-,C-,C+,3,0,4,0,No,Ocasional,Si,1,Alta,Bueno
6.58,B-,14,Masculino,Octavo,2022-2023,7,70,0,D+,B+,A-,3,3,1,79,No,Nunca,No,2,Media,Bajo
7.18,B-,18,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,B-,C+,C-,2,0,2,0,No,Diario,No,1,Media,Bajo
5.54,C+,16,Masculino,Primero de Bachillerato,2022-2023,9,0,0,B-,B+,D-,3,0,1,0,Si,Nunca,Si,1,Alta,Bajo
6.82,B-,18,Femenino,Tercero de Bachillerato,2022-2023,11,0,2,C-,B+,B-,4,0,2,0,Si,Ocasional,Si,1,Media,Variable
5.38,C-,14,Femenino,Octavo,2023-2024,4,0,0,C+,D+,B+,1,0,0,0,Si,Ocasional,No,1,Baja,Bueno
5.28,C-,17,Femenino,Primero de Bachillerato,2023-2024,7,65,0,B-,E+,C+,1,2,0,61,Si,Nunca,Si,1,Alta,Bueno
6.41,C+,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,1,D+,B+,C+,3,0,0,0,Si,Ocasional,Si,2,Media,Bajo
8.06,B+,17,Femenino,Primero de Bachillerato,2023-2024,7,0,1,A+,C+,B-,3,0,1,0,Si,Nunca,Si,1,Media,Bueno
6.62,B-,16,Femenino,Primero de Bachillerato,2022-2023,9,0,1,C+,A-,D+,4,0,2,0,No,Diario,No,2,Baja,Bajo
5.67,C+,13,Femenino,Octavo,2022-2023,6,0,0,C+,C+,B+,2,0,0,0,Si,Ocasional,Si,1,Alta,MuyBajo
5.39,C-,14,Masculino,Noveno,2023-2024,7,74,2,B-,C+,A-,4,1,3,68,Si,Ocasional,No,0,Media,Bajo
6.36,C+,14,Masculino,Noveno,2023-2024,7,67,2,B+,C+,B-,4,3,0,77,No,Nunca,Si,0,Media,Bueno
5.09,C-,17,Femenino,Primero de Bachillerato,2022-2023,8,0,0,D-,E-,C+,1,0,0,0,No,Diario,Si,0,Baja,Bueno
9.05,A-,13,Femenino,Octavo,2022-2023,5,0,0,B-,B+,B+,2,0,0,0,No,Diario,Si,0,Media,Bajo
5.05,C-,15,Femenino,Noveno,2023-2024,5,67,1,D-,B+,B-,1,3,3,94,Si,Ocasional,Si,2,Media,Bueno
9.86,A+,18,Masculino,Tercero de Bachillerato,2022-2023,11,56,0,B+,B+,B+,3,3,3,94,No,Ocasional,Si,2,Media,Bueno
4.49,D+,14,Masculino,Noveno,2022-2023,6,100,1,C+,C+,D-,2,2,4,90,Si,Diario,Si,1,Media,Bueno
5.81,C+,16,Masculino,Primero de Bachillerato,2023-2024,9,0,1,B-,E-,C-,2,0,1,0,No,Ocasional,No,0,Media,Bueno
7.45,B-,15,Femenino,Noveno,2022-2023,7,97,2,A+,C-,B+,2,3,2,65,Si,Ocasional,Si,0,Media,Bueno
