Promedio_Anual,Calificacion_Cualitativa_Cod,Edad,Genero_Cod,Anio_Escolar_Cod,Periodo_Cod,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral_Cod,Animacion_Lectura_Cod,Orientacion_Vocacional_Cod,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado_Cod,Uso_Comedor_Estudiantil_Cod,Acceso_Recursos_Tecnologicos_Cod,Participacion_Eventos_Culturales,Estrato_Socioeconomico_Cod,Categoria_Rendimiento_Cod
5.49,5,14,1,1,1,5,0,0,6,7,7,0,0,0,0,1,1,1,0,1,3
6.64,7,14,1,1,1,6,0,0,7,1,7,3,0,3,0,1,0,1,1,1,1
7.56,8,16,0,3,1,9,72,0,8,2,7,3,2,2,69,1,1,0,1,1,1
6.22,6,14,0,1,1,5,0,0,8,8,3,2,0,2,0,0,2,0,2,0,3
5.27,5,15,0,1,0,8,0,1,6,7,7,1,0,2,0,0,1,0,0,1,3
5.76,6,16,1,3,0,8,95,2,6,8,7,2,2,0,75,1,1,1,2,1,1
6.34,6,14,1,0,1,5,66,1,5,7,8,1,1,4,75,1,0,1,1,1,1
4.61,5,15,1,1,0,6,0,2,4,3,4,0,0,0,0,0,0,1,1,1,3
5.28,5,15,1,2,1,6,0,1,8,6,5,0,0,1,0,0,2,0,0,0,1
7.61,8,14,1,1,1,5,0,0,6,7,6,3,0,0,0,1,1,1,1,1,1
4.96,5,16,1,2,1,7,0,1,7,5,2,0,0,0,0,0,2,1,0,1,2
5.79,6,13,0,0,0,7,78,1,10,6,7,2,1,0,71,1,1,0,0,1,1
6.29,6,13,1,0,1,4,60,0,5,3,5,3,3,0,75,0,0,0,1,0,2
5.64,6,14,1,1,1,6,0,1,6,5,4,1,0,1,0,1,0,1,1,2,1
6.76,7,17,1,4,1,9,0,0,8,6,4,3,0,1,0,1,0,1,2,1,0
7.67,8,14,1,1,1,5,0,0,6,7,7,2,0,3,0,0,1,1,1,1,0
6.21,6,15,1,1,0,7,53,1,7,8,5,0,2,3,74,1,2,0,0,1,0
6.04,6,15,1,2,1,6,0,0,7,8,7,0,0,2,0,1,1,1,1,2,1
5.67,6,14,1,1,0,7,0,2,9,5,5,2,0,4,0,1,0,1,2,2,1
5.37,5,15,1,2,1,7,0,1,9,3,8,2,0,0,0,0,2,0,0,0,3
5.7,6,15,0,2,0,9,64,0,7,5,6,1,2,4,53,0,1,1,1,1,1
6.6,7,14,1,1,0,6,0,0,5,7,6,1,0,1,0,0,1,1,0,0,3
7.61,8,19,1,5,0,10,0,0,5,5,9,3,0,0,0,0,0,1,3,1,3
5.77,6,16,0,3,1,9,0,1,5,6,7,5,0,1,0,1,1,1,1,1,3
7.21,7,15,1,2,1,6,0,1,8,9,6,2,0,2,0,0,2,1,2,1,0
4.8,5,18,1,4,1,8,0,0,1,3,8,3,0,4,0,1,2,1,3,1,1
7.46,7,13,1,0,1,4,0,0,7,8,8,3,0,2,0,1,1,1,2,1,1
6.2,6,13,1,0,1,5,0,0,6,3,6,0,0,0,0,0,1,1,0,1,1
6.53,7,16,1,3,1,7,0,0,7,7,5,1,0,3,0,1,1,1,2,1,3
6.48,6,13,1,0,1,5,89,0,6,7,8,1,1,1,71,0,2,1,2,1,1
5.81,6,14,1,1,1,5,0,0,3,5,3,0,0,4,0,1,1,1,0,2,3
7.17,7,17,1,3,1,7,0,0,7,8,6,1,0,2,0,0,1,1,2,0,1
7.02,7,14,0,1,1,6,95,0,7,6,7,4,3,2,56,0,1,1,1,2,1
7.63,8,14,1,1,0,6,0,0,6,6,9,1,0,3,0,0,2,1,2,1,1
6.46,6,15,1,1,0,7,91,1,7,9,4,2,1,4,95,0,0,1,2,1,2
9.47,9,14,1,1,1,5,0,0,7,8,7,1,0,2,0,1,2,1,1,1,0
6.16,6,14,1,0,1,5,0,1,8,5,6,1,0,0,0,0,0,1,0,1,3
9.1,9,16,1,2,1,7,99,0,9,8,9,0,1,4,88,1,1,0,1,1,3
5.13,5,13,0,0,1,6,86,2,8,5,7,1,2,0,59,0,1,1,1,1,1
7.71,8,14,1,1,0,7,0,0,8,5,9,2,0,0,0,0,0,1,0,1,1
6.12,6,16,1,2,0,8,0,2,6,4,3,3,0,2,0,1,2,1,0,0,1
6.65,7,15,1,2,1,6,94,0,8,6,6,0,2,0,66,1,0,1,0,2,1
5.31,5,14,0,1,1,6,0,0,5,6,6,4,0,3,0,1,2,1,2,1,1
7.17,7,17,1,4,0,10,0,0,8,8,10,4,0,2,0,0,2,1,2,1,3
6.65,7,15,1,1,1,6,0,0,3,6,9,0,0,4,0,1,1,1,1,1,1
4.98,5,14,1,0,0,5,0,2,7,7,5,1,0,0,0,0,2,0,1,1,3
6.77,7,16,1,3,0,9,0,0,10,8,7,1,0,2,0,0,2,0,1,1,3
5.39,5,13,1,0,0,5,71,1,5,7,5,1,2,0,60,0,0,1,2,1,3
6.64,7,14,0,0,1,4,71,1,6,6,10,4,3,1,51,0,2,1,1,1,3
7.38,7,17,1,3,0,9,0,0,7,8,5,2,0,0,0,1,1,0,0,2,2
6.32,6,17,1,4,0,9,0,1,6,8,5,2,0,4,0,1,1,1,2,0,2
5.18,5,15,1,1,1,6,0,0,6,7,3,2,0,1,0,0,2,1,1,1,3
6.04,6,13,0,0,1,4,75,0,3,6,6,4,1,0,53,0,0,1,1,2,1
5.97,6,15,1,2,1,6,0,0,8,5,5,2,0,4,0,0,2,0,2,0,1
6.19,6,15,1,2,1,6,0,0,7,5,6,0,0,1,0,0,1,0,0,1,1
6.87,7,16,1,3,1,8,0,0,5,7,7,1,0,0,0,0,1,0,1,1,3
5.72,6,16,1,3,0,9,0,0,5,8,6,4,0,2,0,1,0,1,1,2,1
6.43,6,13,0,0,1,6,0,0,9,9,7,4,0,2,0,0,1,1,0,1,1
6.92,7,13,1,0,1,5,0,0,5,7,9,1,0,0,0,0,1,1,1,0,3
6.51,7,13,0,0,0,6,79,2,5,7,10,3,1,0,67,1,1,0,2,1,1
5.91,6,14,1,1,1,5,0,0,8,7,4,0,0,2,0,0,1,1,2,1,1
6.7,7,17,1,3,1,8,0,0,7,6,8,2,0,0,0,0,2,0,2,0,0
8.0,8,14,1,1,0,7,0,1,6,5,8,3,0,1,0,0,1,1,2,1,1
6.02,6,15,0,2,0,8,55,2,7,9,8,4,3,4,52,1,0,1,2,2,4
5.85,6,15,1,1,1,5,0,0,10,7,5,0,0,1,0,0,2,0,1,0,1
5.41,5,13,1,0,1,4,0,0,5,6,5,1,0,0,0,0,0,1,0,1,3
9.99,10,13,0,0,0,5,0,0,4,10,10,4,0,1,0,1,0,0,0,1,1
7.77,8,18,1,4,1,9,0,0,9,6,3,3,0,0,0,1,1,0,3,1,3
5.44,5,13,0,0,1,5,85,0,7,4,6,4,3,4,70,0,1,0,1,0,3
4.6,5,13,1,0,0,5,0,1,4,6,3,3,0,3,0,0,1,0,0,1,3
5.92,6,14,0,1,0,6,0,0,7,6,10,1,0,4,0,0,2,0,0,0,1
5.92,6,16,1,3,1,8,0,1,8,8,2,3,0,2,0,0,1,0,1,1,1
7.0,7,14,0,1,0,8,81,0,7,5,9,4,1,3,61,1,1,1,1,1,1
5.6,6,16,0,3,0,10,0,1,8,1,6,5,0,3,0,1,2,1,0,0,3
5.48,5,15,1,2,0,7,0,0,5,6,5,0,0,3,0,0,1,0,2,1,2
5.56,6,14,1,1,0,7,51,1,6,6,7,2,2,3,69,0,2,1,1,1,2
5.15,5,15,1,1,1,5,0,0,9,8,5,1,0,2,0,0,1,1,0,1,1
6.36,6,15,1,1,1,6,0,0,7,6,10,2,0,3,0,0,0,0,1,0,1
5.85,6,14,0,0,1,6,55,0,8,8,5,2,2,3,63,1,1,0,1,1,1
5.74,6,17,1,3,1,8,0,0,5,6,2,1,0,1,0,1,1,0,2,1,1
6.04,6,13,0,0,1,5,95,0,6,5,5,4,1,4,99,0,2,1,2,1,3
6.46,6,18,1,5,0,10,0,0,8,6,9,2,0,0,0,0,2,1,1,1,4
6.24,6,13,1,0,1,4,79,2,9,5,7,0,2,2,95,1,1,1,0,1,3
6.18,6,14,1,1,1,6,0,0,7,7,3,3,0,0,0,1,2,0,2,0,1
5.25,5,14,1,0,1,4,65,1,2,7,4,2,2,1,88,1,0,1,1,2,1
6.09,6,15,0,2,1,8,85,0,7,2,3,3,2,0,60,0,1,1,1,1,2
6.34,6,13,1,0,1,4,74,0,8,8,7,0,1,1,86,1,0,0,0,1,4
6.54,7,17,0,3,0,8,0,1,6,8,8,3,0,3,0,0,1,1,1,1,1
7.65,8,15,1,1,1,5,99,1,9,7,5,0,2,1,58,1,1,0,2,1,1
5.9,6,16,1,2,0,7,0,0,7,1,8,1,0,4,0,0,1,0,1,0,1
4.84,5,16,0,3,1,9,0,2,4,4,4,4,0,3,0,0,1,1,1,1,1
7.45,7,14,1,1,0,7,0,0,8,2,8,2,0,3,0,0,2,0,0,1,1
6.18,6,13,0,0,1,6,83,0,6,7,8,4,3,4,56,0,2,0,0,0,3
7.02,7,17,0,3,0,9,0,0,7,4,7,4,0,0,0,1,1,1,1,2,3
4.76,5,18,1,5,0,10,0,1,1,7,5,3,0,2,0,0,0,0,2,1,1
5.89,6,14,0,1,1,6,91,2,7,8,7,3,1,1,59,0,1,1,2,1,4
6.62,7,13,1,0,1,5,0,0,7,7,8,2,0,1,0,0,2,1,2,1,1
6.84,7,14,0,0,0,5,91,0,6,6,7,4,2,3,66,1,2,0,1,1,3
7.64,8,14,1,1,0,6,0,0,6,8,7,1,0,1,0,0,1,1,1,1,3
7.04,7,16,1,2,1,7,92,1,9,6,4,2,3,4,69,0,1,0,0,1,1
5.88,6,14,1,1,0,7,0,0,6,8,5,0,0,1,0,0,0,0,1,2,1
6.71,7,15,1,1,1,6,0,0,4,8,7,1,0,2,0,1,0,1,2,1,3
6.24,6,16,0,2,1,6,64,0,5,6,7,3,1,3,97,0,0,0,1,1,2
7.04,7,15,1,2,1,7,0,1,8,5,5,2,0,2,0,1,2,0,2,1,0
6.57,7,15,1,2,0,7,80,0,4,6,7,0,3,4,87,0,0,0,2,1,1
7.19,7,14,0,1,0,7,62,1,8,8,7,1,3,2,74,0,0,0,2,1,2
6.67,7,14,1,1,0,6,0,1,7,8,7,1,0,1,0,1,1,0,0,1,1
4.55,5,17,1,4,0,10,0,1,6,1,3,4,0,2,0,1,0,1,1,2,3
6.14,6,15,1,1,0,6,99,0,7,4,6,0,2,1,71,1,2,0,2,1,1
5.63,6,16,0,3,1,9,0,0,3,7,8,2,0,3,0,1,2,1,0,1,1
4.39,4,13,1,0,1,4,0,0,5,4,2,1,0,1,0,1,1,1,2,2,4
5.84,6,15,0,2,1,6,0,0,7,6,3,2,0,3,0,0,2,1,2,1,3
6.5,6,14,0,0,1,5,75,1,7,6,7,4,2,0,74,1,1,1,0,1,1
6.74,7,14,1,0,1,4,0,0,5,8,8,2,0,2,0,1,1,0,0,1,1
7.21,7,14,1,0,0,5,0,1,6,8,8,0,0,0,0,1,1,1,2,1,1
6.47,6,16,1,2,1,6,64,0,6,7,7,2,2,3,58,1,2,1,0,1,1
7.24,7,14,1,0,1,5,60,1,9,5,8,0,1,3,69,0,1,0,1,1,2
5.78,6,15,0,1,0,8,0,0,5,7,9,3,0,1,0,0,2,1,1,1,3
6.06,6,15,1,2,1,7,0,1,6,5,4,2,0,1,0,1,1,1,0,1,1
6.42,6,17,0,4,1,8,0,0,8,7,6,3,0,1,0,0,0,1,1,1,1
5.29,5,14,1,1,1,5,87,1,4,6,3,1,1,0,73,0,1,1,2,1,1
7.07,7,13,1,0,1,5,0,0,6,8,9,0,0,0,0,1,1,1,2,1,2
6.65,7,16,0,2,1,6,0,0,6,7,8,1,0,0,0,1,2,1,0,1,2
7.87,8,13,0,0,1,5,74,0,7,5,6,1,3,1,66,1,1,1,1,2,3
8.71,9,15,1,2,1,6,69,0,7,7,5,3,3,4,56,1,1,1,2,1,3
6.41,6,15,1,2,0,7,0,0,7,5,6,3,0,4,0,1,1,1,0,2,3
5.91,6,14,1,0,1,4,68,0,6,6,7,0,1,4,81,1,1,1,0,1,0
6.9,7,16,1,3,0,9,0,1,6,7,7,2,0,3,0,0,2,1,1,1,1
6.08,6,13,1,0,0,5,0,1,7,5,3,0,0,3,0,0,2,0,2,0,1
5.77,6,13,1,0,0,6,0,1,6,6,5,2,0,0,0,1,1,1,0,2,3
6.0,6,15,0,2,1,8,0,0,3,9,6,1,0,4,0,0,1,1,0,1,1
6.16,6,18,1,4,1,9,0,2,9,5,4,2,0,4,0,0,2,1,1,0,1
5.81,6,13,1,0,0,5,66,1,3,5,6,1,2,3,68,0,0,1,1,2,1
7.19,7,15,1,2,0,7,0,0,8,10,6,1,0,2,0,0,1,1,0,1,1
9.3,9,15,0,2,1,8,70,1,9,10,9,4,3,0,57,1,0,1,0,2,3
6.13,6,14,1,1,0,6,0,2,7,7,6,1,0,2,0,1,0,1,1,1,3
6.07,6,17,1,4,1,9,0,0,5,7,5,1,0,2,0,0,1,1,2,2,1
7.95,8,16,0,3,1,7,0,1,10,8,7,5,0,3,0,0,0,1,1,1,3
7.07,7,15,1,2,0,8,0,0,5,5,7,3,0,1,0,0,1,1,1,1,3
5.17,5,14,0,1,1,5,94,1,8,3,5,1,1,4,56,0,1,1,1,1,4
5.9,6,13,1,0,1,5,0,1,3,7,8,1,0,3,0,0,2,1,2,1,1
5.59,6,13,1,0,0,5,0,1,3,5,6,1,0,3,0,0,1,0,1,1,0
6.44,6,15,0,2,1,7,78,1,9,1,6,1,1,2,66,0,1,1,2,1,1
5.34,5,16,0,3,0,10,0,0,6,7,5,3,0,2,0,0,1,1,2,1,2
6.32,6,14,1,0,1,4,0,1,7,8,6,3,0,1,0,1,2,1,2,1,0
6.99,7,15,1,2,1,7,92,1,8,6,6,3,1,0,85,0,1,0,2,1,1
6.9,7,13,1,0,1,4,82,0,7,5,7,3,2,3,60,0,1,0,0,1,1
6.14,6,17,1,4,0,9,0,1,5,7,4,3,0,0,0,1,0,1,2,1,1
6.23,6,16,0,2,0,7,85,0,5,6,5,4,2,3,65,1,0,1,0,1,1
7.07,7,14,1,1,1,6,0,0,9,5,10,0,0,3,0,1,1,1,1,1,1
5.13,5,14,0,1,0,6,81,2,5,8,9,1,1,0,75,1,0,0,1,2,0
7.58,8,16,1,2,1,6,0,2,7,7,8,0,0,4,0,1,0,1,2,1,0
6.76,7,14,1,0,1,5,82,1,7,7,8,1,3,2,92,0,1,0,1,1,1
5.14,5,13,0,0,1,4,0,0,5,3,6,2,0,2,0,1,1,1,1,1,1
5.12,5,15,1,1,1,6,0,2,5,8,7,2,0,3,0,1,1,1,2,1,2
5.7,6,15,1,2,1,6,98,0,1,5,7,1,1,2,71,1,1,1,1,1,1
4.47,4,17,0,3,1,9,0,0,4,7,7,4,0,0,0,0,2,1,2,1,1
5.35,5,13,1,0,0,5,0,2,5,7,6,3,0,3,0,1,0,1,0,1,1
5.65,6,13,1,0,1,5,0,0,2,6,7,1,0,0,0,1,0,1,0,2,1
6.8,7,13,1,0,0,5,79,1,10,7,4,1,3,3,71,0,2,1,0,1,3
6.49,6,14,0,1,0,8,0,0,6,9,7,1,0,3,0,1,2,0,1,0,3
5.96,6,19,0,5,0,12,0,1,7,5,5,3,0,0,0,1,1,1,2,1,1
6.13,6,15,1,1,0,6,0,2,7,7,5,3,0,3,0,0,2,1,2,1,1
6.55,7,15,1,1,1,5,0,0,9,7,6,1,0,1,0,0,1,0,2,0,1
7.54,8,15,0,2,1,7,92,0,6,9,5,3,3,4,74,0,1,1,1,1,0
6.28,6,16,1,2,1,6,0,1,7,7,7,2,0,2,0,0,2,0,1,0,1
5.93,6,16,1,3,1,8,0,1,8,5,5,2,0,3,0,1,0,1,0,1,1
6.78,7,14,1,0,1,5,0,0,5,7,8,2,0,4,0,0,1,0,2,1,1
6.89,7,18,0,4,1,8,0,0,5,9,6,3,0,4,0,0,1,1,1,1,3
5.67,6,14,0,0,1,5,93,2,7,5,5,3,3,1,58,1,2,1,2,1,3
6.01,6,14,0,0,1,6,0,0,4,10,8,3,0,0,0,1,2,1,2,2,3
8.06,8,17,1,4,1,9,0,0,6,7,6,4,0,4,0,1,0,0,3,1,3
5.18,5,13,1,0,0,6,50,0,7,5,6,0,1,0,74,1,0,1,0,1,1
6.42,6,16,1,2,1,6,62,0,6,5,10,2,1,2,68,1,2,0,2,1,1
7.24,7,14,0,1,1,5,0,0,6,8,8,3,0,4,0,1,2,0,0,1,1
5.44,5,16,1,3,1,8,0,0,4,3,9,4,0,4,0,1,2,1,0,1,1
6.31,6,18,1,4,1,8,0,1,6,8,7,4,0,4,0,1,2,1,1,1,1
5.77,6,15,1,1,1,6,0,0,8,5,8,0,0,3,0,1,1,1,1,1,1
5.72,6,15,1,2,1,7,0,0,7,7,1,0,0,2,0,1,2,1,0,1,1
5.38,5,15,1,2,0,8,0,1,4,5,6,1,0,2,0,1,1,1,2,1,1
7.01,7,14,1,0,0,5,0,0,8,8,8,1,0,3,0,1,1,1,1,2,0
6.83,7,15,1,2,1,6,0,1,7,6,6,1,0,4,0,1,0,1,0,1,3
5.34,5,13,1,0,0,6,0,0,7,7,1,0,0,2,0,1,1,1,1,1,1
5.28,5,16,1,2,0,8,0,2,7,6,5,1,0,4,0,1,1,0,0,1,1
6.76,7,14,0,1,1,5,71,0,6,8,5,4,3,1,59,1,2,1,0,1,2
6.3,6,17,0,4,1,10,0,0,4,4,5,2,0,4,0,1,1,1,3,1,4
8.33,8,18,1,4,0,10,0,1,9,8,10,4,0,4,0,0,0,1,3,0,2
6.46,6,16,1,3,0,8,0,0,8,8,10,3,0,1,0,1,2,1,2,1,3
6.13,6,15,1,2,0,7,0,0,9,7,4,1,0,4,0,1,2,0,1,1,1
7.0,7,17,1,3,0,9,0,2,8,6,4,1,0,1,0,0,0,0,1,1,0
6.52,7,16,1,3,0,9,0,0,10,4,10,3,0,2,0,1,0,1,1,2,4
5.28,5,13,1,0,0,6,85,0,3,4,5,0,1,3,92,1,0,1,1,2,1
3.51,4,13,0,0,1,6,0,1,6,3,4,2,0,2,0,0,2,1,0,0,3
7.69,8,13,0,0,1,4,74,0,8,6,4,3,3,0,96,0,0,1,1,2,1
5.88,6,15,0,1,0,7,82,0,5,8,3,4,2,1,52,1,0,1,1,1,1
6.46,6,15,1,2,0,7,0,0,7,3,4,0,0,4,0,0,0,1,0,1,3
6.71,7,14,1,0,1,4,0,0,7,9,6,0,0,1,0,0,0,1,0,2,3
6.99,7,15,1,1,0,7,0,1,8,6,4,0,0,4,0,1,1,1,0,1,1
6.37,6,16,1,2,0,8,0,1,8,8,7,0,0,1,0,0,1,1,2,1,4
6.76,7,17,1,4,1,9,0,2,7,7,2,3,0,0,0,1,1,1,1,1,3
7.2,7,14,1,1,1,5,61,0,6,5,6,2,3,1,54,1,2,1,2,1,1
7.44,7,13,1,0,0,6,0,1,8,8,4,3,0,3,0,0,1,1,1,1,3
7.91,8,14,1,1,1,6,51,0,8,8,5,3,3,0,57,0,0,1,2,1,1
5.55,6,15,1,1,0,6,0,0,8,3,1,0,0,0,0,1,1,1,2,1,4
4.74,5,13,0,0,0,7,0,0,6,4,2,1,0,2,0,1,1,1,1,1,3
6.72,7,14,1,0,1,4,68,0,7,9,8,3,2,0,75,0,1,1,2,1,1
5.83,6,16,1,3,1,7,0,0,10,4,1,2,0,3,0,0,2,1,0,1,1
5.91,6,15,1,1,0,7,0,1,6,6,7,1,0,2,0,1,0,1,1,2,3
6.04,6,16,1,3,0,8,57,0,8,5,5,1,1,3,86,1,0,1,2,1,3
7.24,7,19,1,5,1,9,69,0,8,6,7,2,3,2,97,1,2,1,3,1,1
6.71,7,14,1,1,0,7,0,1,8,2,8,1,0,1,0,0,1,0,0,1,1
6.28,6,16,1,3,1,8,0,0,1,5,7,2,0,1,0,1,1,1,0,1,1
6.01,6,16,1,2,0,7,0,2,7,5,7,3,0,4,0,0,1,1,2,0,0
6.6,7,13,1,0,1,5,0,0,7,10,7,0,0,0,0,1,2,0,1,1,1
6.99,7,13,1,0,0,6,0,0,4,6,8,2,0,1,0,0,2,0,1,0,1
6.73,7,16,1,2,0,7,56,0,7,2,2,2,3,2,54,0,2,0,0,1,1
5.34,5,17,0,4,0,10,0,1,7,3,8,4,0,2,0,0,1,1,3,1,4
7.53,8,15,1,1,1,5,86,0,6,8,4,2,2,0,77,1,1,1,0,1,3
6.11,6,13,1,0,0,5,0,1,6,9,8,1,0,3,0,1,2,0,2,1,1
6.29,6,17,1,4,1,9,0,0,7,4,6,2,0,2,0,1,0,1,3,2,3
6.54,7,18,1,5,0,11,0,1,5,4,7,4,0,2,0,1,1,1,2,1,2
6.67,7,18,1,5,0,10,0,2,6,2,4,2,0,4,0,0,1,1,3,2,1
6.62,7,16,1,3,0,9,0,0,6,7,5,2,0,1,0,0,2,0,2,0,1
6.88,7,14,1,1,0,6,96,1,4,6,8,0,1,0,82,1,1,0,2,1,1
6.64,7,18,1,4,1,9,0,0,8,8,7,2,0,4,0,1,1,1,1,2,3
6.19,6,15,0,2,1,8,84,0,6,7,7,4,3,2,99,1,2,1,0,1,3
6.94,7,13,1,0,0,5,0,0,8,9,5,2,0,3,0,1,1,1,0,1,1
7.32,7,17,1,3,0,8,0,0,6,1,3,4,0,4,0,0,1,0,1,1,3
6.07,6,16,1,3,0,8,0,0,9,6,5,2,0,1,0,1,2,1,2,1,4
6.82,7,13,1,0,0,5,61,1,8,5,9,1,3,2,96,1,0,1,1,1,1
6.74,7,15,0,2,1,6,0,0,7,8,6,4,0,0,0,0,1,1,0,1,3
6.97,7,15,0,2,1,7,0,1,6,9,8,2,0,1,0,0,2,1,0,1,3
5.78,6,14,1,0,1,5,74,1,5,4,5,3,2,2,52,1,2,0,0,1,1
6.54,7,14,1,1,0,7,97,1,6,7,6,2,3,1,84,1,0,1,2,2,0
7.56,8,15,1,2,1,7,0,0,8,10,8,2,0,0,0,0,2,1,2,0,3
5.78,6,18,1,4,0,10,0,0,6,4,5,4,0,4,0,1,2,1,1,1,1
6.27,6,15,0,2,1,7,72,0,5,6,1,4,2,4,88,1,2,1,0,1,3
6.17,6,13,0,0,0,6,60,1,6,10,5,2,1,2,82,0,1,1,2,1,1
6.62,7,16,1,3,1,7,0,0,6,9,9,2,0,2,0,0,2,0,0,1,1
6.76,7,15,1,1,0,6,0,1,6,8,7,1,0,2,0,0,1,0,1,1,2
5.09,5,14,1,0,1,4,80,0,5,8,5,3,2,1,63,0,2,0,2,0,1
5.76,6,16,0,2,1,7,0,0,5,5,9,1,0,0,0,1,0,0,0,1,1
7.01,7,16,1,3,1,7,0,0,6,7,8,2,0,4,0,1,2,1,2,1,1
6.9,7,14,1,1,0,6,53,0,8,5,7,1,2,3,61,1,2,1,2,0,1
5.76,6,15,1,1,1,5,0,0,7,6,6,2,0,1,0,0,1,0,0,1,1
4.73,5,13,1,0,0,6,0,0,5,3,7,3,0,1,0,0,2,1,0,1,1
5.26,5,13,1,0,1,4,0,0,5,8,3,1,0,4,0,0,0,1,2,1,1
9.1,9,15,0,2,0,7,96,0,7,7,6,3,2,0,88,0,2,1,2,0,3
6.64,7,18,1,5,0,11,0,0,6,8,3,4,0,0,0,0,2,1,1,1,1
6.01,6,14,1,1,0,6,0,0,8,8,4,3,0,4,0,1,2,1,0,1,2
6.27,6,17,1,4,0,9,0,0,6,4,7,4,0,4,0,0,1,1,3,1,1
5.28,5,14,1,1,1,5,0,0,6,6,5,0,0,1,0,1,2,0,1,1,1
7.51,8,16,1,2,1,6,99,1,7,6,8,3,3,0,76,1,1,0,1,1,3
7.37,7,19,0,5,0,12,0,1,10,4,4,5,0,3,0,1,0,0,1,1,1
6.17,6,16,1,3,1,8,0,2,8,1,5,1,0,1,0,0,1,1,1,0,1
6.64,7,17,1,4,0,10,0,0,5,6,7,2,0,2,0,0,1,1,1,1,1
6.37,6,14,1,0,0,6,66,1,5,10,8,1,1,0,95,0,2,0,2,1,1
5.25,5,14,1,0,0,5,83,1,1,7,10,0,2,2,91,0,2,1,0,1,4
4.47,4,15,1,2,1,7,0,2,7,5,1,0,0,3,0,1,2,1,0,1,1
7.36,7,18,0,4,0,11,0,0,10,7,4,4,0,4,0,1,2,1,2,0,2
6.99,7,16,1,3,0,9,0,0,7,3,10,3,0,3,0,0,0,1,2,2,4
1.08,1,13,1,0,1,5,0,0,2,7,6,3,0,2,0,0,1,1,0,1,3
8.21,8,14,0,0,0,7,80,0,9,9,6,3,2,3,86,1,1,0,1,1,1
4.36,4,15,1,1,1,5,0,2,3,6,7,0,0,1,0,0,2,1,2,1,1
6.69,7,16,0,3,0,10,0,0,7,2,6,3,0,1,0,0,0,1,0,1,1
6.51,7,18,1,4,1,9,0,1,8,3,8,3,0,4,0,0,2,1,3,0,3
5.7,6,16,1,2,0,7,60,0,4,8,1,3,3,1,50,1,1,1,0,1,1
5.59,6,15,1,2,1,7,55,2,8,8,6,0,2,0,64,1,1,1,1,1,2
7.01,7,19,1,5,0,10,0,0,8,6,10,4,0,4,0,0,1,1,2,1,0
6.81,7,16,1,2,1,7,95,1,3,9,7,0,1,3,90,1,2,0,1,0,0
9.24,9,15,1,2,1,6,92,0,8,7,9,2,1,4,52,1,0,1,2,1,0
6.92,7,15,0,1,0,8,64,0,6,6,7,2,3,1,52,0,2,0,1,1,1
6.07,6,14,1,0,0,5,60,0,6,8,5,0,2,2,99,0,0,0,1,2,0
7.99,8,16,1,2,1,7,0,0,10,8,6,3,0,1,0,0,2,0,2,0,1
7.08,7,14,1,0,1,4,97,0,10,3,7,0,1,4,85,0,0,1,1,1,1
6.91,7,15,1,1,0,7,0,0,9,8,7,2,0,1,0,1,1,0,1,1,3
6.52,7,19,1,5,1,9,0,0,5,5,6,4,0,4,0,1,1,1,2,1,1
9.74,10,13,1,0,0,6,0,0,5,8,7,1,0,4,0,1,0,0,1,2,1
6.48,6,16,1,3,0,8,0,1,7,5,6,3,0,0,0,1,0,0,1,1,1
7.26,7,19,1,5,1,10,84,0,8,6,6,3,3,4,78,1,2,0,2,1,1
4.81,5,13,1,0,1,4,0,1,6,6,6,2,0,3,0,0,1,1,1,1,1
6.15,6,14,1,0,0,5,0,0,7,6,6,3,0,2,0,0,2,1,0,1,3
6.24,6,18,1,5,0,11,0,1,5,7,4,2,0,1,0,1,1,0,3,1,1
5.98,6,14,1,1,1,6,0,0,8,4,4,2,0,4,0,1,1,1,2,1,1
5.7,6,13,1,0,0,6,0,0,6,7,8,1,0,0,0,0,1,0,1,1,1
8.55,9,18,1,5,1,10,0,0,7,5,7,1,0,1,0,0,2,1,3,1,0
5.47,5,14,0,1,0,7,72,0,7,6,9,2,3,1,67,0,1,1,0,0,0
7.08,7,17,1,4,0,9,0,0,8,10,4,2,0,1,0,1,0,0,3,0,1
4.48,4,13,1,0,1,4,64,1,5,7,8,1,1,1,89,1,0,1,1,1,3
6.43,6,16,1,3,1,7,0,1,5,4,8,1,0,3,0,1,1,0,2,1,1
7.28,7,16,1,2,1,6,98,1,8,10,1,0,2,2,73,0,2,1,2,1,1
8.22,8,16,1,3,0,9,81,0,7,8,7,2,3,1,67,1,1,1,1,1,1
6.6,7,14,1,0,1,4,0,2,6,6,8,0,0,3,0,1,1,1,2,2,3
6.28,6,13,1,0,0,5,0,1,9,8,8,2,0,1,0,0,1,1,1,1,1
6.86,7,17,1,4,1,8,0,0,3,7,8,4,0,0,0,1,2,1,2,1,0
7.45,7,13,1,0,1,4,74,0,7,7,7,0,2,2,73,1,0,1,2,2,2
6.45,6,16,1,3,0,9,0,1,6,6,4,2,0,3,0,0,2,0,1,0,1
